1521.400000,4.2390E-008,1521.400000,4.2390E-008,1521.400000,4.2390E-008
1521.450000,-1.2740E-009,1521.450000,-1.2740E-009,1521.450000,-1.2740E-009
1521.500000,4.3820E-008,1521.500000,4.3820E-008,1521.500000,4.3820E-008
1521.550000,-6.6140E-009,1521.550000,-6.6140E-009,1521.550000,-6.6140E-009
1521.600000,3.8520E-008,1521.600000,3.8520E-008,1521.600000,3.8520E-008
1521.650000,3.3030E-008,1521.650000,3.3030E-008,1521.650000,3.3030E-008
1521.700000,-9.6970E-009,1521.700000,-9.6970E-009,1521.700000,-9.6970E-009
1521.750000,5.0000E-008,1521.750000,5.0000E-008,1521.750000,5.0000E-008
1521.800000,-2.5030E-008,1521.800000,-2.5030E-008,1521.800000,-2.5030E-008
1521.850000,1.9820E-008,1521.850000,1.9820E-008,1521.850000,1.9820E-008
1521.900000,3.7460E-008,1521.900000,3.7460E-008,1521.900000,3.7460E-008
1521.950000,1.5190E-008,1521.950000,1.5190E-008,1521.950000,1.5190E-008
1522.000000,4.7970E-008,1522.000000,4.7970E-008,1522.000000,4.7970E-008
1522.050000,5.9850E-008,1522.050000,5.9850E-008,1522.050000,5.9850E-008
1522.100000,-4.5040E-008,1522.100000,-4.5040E-008,1522.100000,-4.5040E-008
1522.150000,-3.4000E-009,1522.150000,-3.4000E-009,1522.150000,-3.4000E-009
1522.200000,-1.5860E-008,1522.200000,-1.5860E-008,1522.200000,-1.5860E-008
1522.250000,2.7040E-008,1522.250000,2.7040E-008,1522.250000,2.7040E-008
1522.300000,4.1050E-008,1522.300000,4.1050E-008,1522.300000,4.1050E-008
1522.350000,8.0130E-008,1522.350000,8.0130E-008,1522.350000,8.0130E-008
1522.400000,1.0070E-008,1522.400000,1.0070E-008,1522.400000,1.0070E-008
1522.450000,1.3470E-008,1522.450000,1.3470E-008,1522.450000,1.3470E-008
1522.500000,5.2890E-008,1522.500000,5.2890E-008,1522.500000,5.2890E-008
1522.550000,4.0730E-008,1522.550000,4.0730E-008,1522.550000,4.0730E-008
1522.600000,2.8640E-008,1522.600000,2.8640E-008,1522.600000,2.8640E-008
1522.650000,5.8530E-008,1522.650000,5.8530E-008,1522.650000,5.8530E-008
1522.700000,2.6680E-009,1522.700000,2.6680E-009,1522.700000,2.6680E-009
1522.750000,7.6020E-008,1522.750000,7.6020E-008,1522.750000,7.6020E-008
1522.800000,-1.0430E-008,1522.800000,-1.0430E-008,1522.800000,-1.0430E-008
1522.850000,5.0050E-008,1522.850000,5.0050E-008,1522.850000,5.0050E-008
1522.900000,9.3110E-009,1522.900000,9.3110E-009,1522.900000,9.3110E-009
1522.950000,3.0760E-008,1522.950000,3.0760E-008,1522.950000,3.0760E-008
1523.000000,1.9570E-008,1523.000000,1.9570E-008,1523.000000,1.9570E-008
1523.050000,4.9640E-008,1523.050000,4.9640E-008,1523.050000,4.9640E-008
1523.100000,3.3070E-008,1523.100000,3.3070E-008,1523.100000,3.3070E-008
1523.150000,4.4490E-008,1523.150000,4.4490E-008,1523.150000,4.4490E-008
1523.200000,4.2050E-008,1523.200000,4.2050E-008,1523.200000,4.2050E-008
1523.250000,2.2900E-008,1523.250000,2.2900E-008,1523.250000,2.2900E-008
1523.300000,3.9140E-008,1523.300000,3.9140E-008,1523.300000,3.9140E-008
1523.350000,2.7500E-008,1523.350000,2.7500E-008,1523.350000,2.7500E-008
1523.400000,2.9260E-008,1523.400000,2.9260E-008,1523.400000,2.9260E-008
1523.450000,3.3590E-008,1523.450000,3.3590E-008,1523.450000,3.3590E-008
1523.500000,1.8960E-008,1523.500000,1.8960E-008,1523.500000,1.8960E-008
1523.550000,5.7770E-008,1523.550000,5.7770E-008,1523.550000,5.7770E-008
1523.600000,-3.5890E-010,1523.600000,-3.5890E-010,1523.600000,-3.5890E-010
1523.650000,7.4450E-008,1523.650000,7.4450E-008,1523.650000,7.4450E-008
1523.700000,7.0740E-008,1523.700000,7.0740E-008,1523.700000,7.0740E-008
1523.750000,4.5040E-008,1523.750000,4.5040E-008,1523.750000,4.5040E-008
1523.800000,3.1330E-008,1523.800000,3.1330E-008,1523.800000,3.1330E-008
1523.850000,2.0760E-008,1523.850000,2.0760E-008,1523.850000,2.0760E-008
1523.900000,8.3240E-008,1523.900000,8.3240E-008,1523.900000,8.3240E-008
1523.950000,3.2930E-008,1523.950000,3.2930E-008,1523.950000,3.2930E-008
1524.000000,5.9560E-008,1524.000000,5.9560E-008,1524.000000,5.9560E-008
1524.050000,3.3280E-008,1524.050000,3.3280E-008,1524.050000,3.3280E-008
1524.100000,2.9560E-008,1524.100000,2.9560E-008,1524.100000,2.9560E-008
1524.150000,2.5880E-008,1524.150000,2.5880E-008,1524.150000,2.5880E-008
1524.200000,2.6760E-008,1524.200000,2.6760E-008,1524.200000,2.6760E-008
1524.250000,4.7060E-008,1524.250000,4.7060E-008,1524.250000,4.7060E-008
1524.300000,2.7440E-008,1524.300000,2.7440E-008,1524.300000,2.7440E-008
1524.350000,4.7170E-008,1524.350000,4.7170E-008,1524.350000,4.7170E-008
1524.400000,6.4260E-008,1524.400000,6.4260E-008,1524.400000,6.4260E-008
1524.450000,4.8330E-008,1524.450000,4.8330E-008,1524.450000,4.8330E-008
1524.500000,6.9980E-008,1524.500000,6.9980E-008,1524.500000,6.9980E-008
1524.550000,1.6570E-008,1524.550000,1.6570E-008,1524.550000,1.6570E-008
1524.600000,3.5010E-008,1524.600000,3.5010E-008,1524.600000,3.5010E-008
1524.650000,1.8080E-008,1524.650000,1.8080E-008,1524.650000,1.8080E-008
1524.700000,2.5800E-008,1524.700000,2.5800E-008,1524.700000,2.5800E-008
1524.750000,2.2750E-008,1524.750000,2.2750E-008,1524.750000,2.2750E-008
1524.800000,7.7020E-008,1524.800000,7.7020E-008,1524.800000,7.7020E-008
1524.850000,5.1140E-008,1524.850000,5.1140E-008,1524.850000,5.1140E-008
1524.900000,7.2940E-008,1524.900000,7.2940E-008,1524.900000,7.2940E-008
1524.950000,7.0360E-008,1524.950000,7.0360E-008,1524.950000,7.0360E-008
1525.000000,9.9820E-008,1525.000000,9.9820E-008,1525.000000,9.9820E-008
1525.050000,3.2360E-008,1525.050000,3.2360E-008,1525.050000,3.2360E-008
1525.100000,6.4320E-008,1525.100000,6.4320E-008,1525.100000,6.4320E-008
1525.150000,7.3180E-008,1525.150000,7.3180E-008,1525.150000,7.3180E-008
1525.200000,6.8360E-008,1525.200000,6.8360E-008,1525.200000,6.8360E-008
1525.250000,7.1960E-009,1525.250000,7.1960E-009,1525.250000,7.1960E-009
1525.300000,2.8910E-008,1525.300000,2.8910E-008,1525.300000,2.8910E-008
1525.350000,6.7360E-008,1525.350000,6.7360E-008,1525.350000,6.7360E-008
1525.400000,2.7940E-008,1525.400000,2.7940E-008,1525.400000,2.7940E-008
1525.450000,7.3000E-008,1525.450000,7.3000E-008,1525.450000,7.3000E-008
1525.500000,8.0880E-008,1525.500000,8.0880E-008,1525.500000,8.0880E-008
1525.550000,5.2820E-008,1525.550000,5.2820E-008,1525.550000,5.2820E-008
1525.600000,7.9110E-008,1525.600000,7.9110E-008,1525.600000,7.9110E-008
1525.650000,9.0130E-008,1525.650000,9.0130E-008,1525.650000,9.0130E-008
1525.700000,6.3550E-008,1525.700000,6.3550E-008,1525.700000,6.3550E-008
1525.750000,5.9160E-008,1525.750000,5.9160E-008,1525.750000,5.9160E-008
1525.800000,1.0810E-007,1525.800000,1.0810E-007,1525.800000,1.0810E-007
1525.850000,3.4590E-009,1525.850000,3.4590E-009,1525.850000,3.4590E-009
1525.900000,4.1500E-008,1525.900000,4.1500E-008,1525.900000,4.1500E-008
1525.950000,8.4200E-008,1525.950000,8.4200E-008,1525.950000,8.4200E-008
1526.000000,1.0150E-007,1526.000000,1.0150E-007,1526.000000,1.0150E-007
1526.050000,6.9220E-008,1526.050000,6.9220E-008,1526.050000,6.9220E-008
1526.100000,-1.2240E-009,1526.100000,-1.2240E-009,1526.100000,-1.2240E-009
1526.150000,7.3610E-008,1526.150000,7.3610E-008,1526.150000,7.3610E-008
1526.200000,6.2520E-008,1526.200000,6.2520E-008,1526.200000,6.2520E-008
1526.250000,8.3980E-008,1526.250000,8.3980E-008,1526.250000,8.3980E-008
1526.300000,7.1270E-008,1526.300000,7.1270E-008,1526.300000,7.1270E-008
1526.350000,9.3080E-008,1526.350000,9.3080E-008,1526.350000,9.3080E-008
1526.400000,7.3490E-008,1526.400000,7.3490E-008,1526.400000,7.3490E-008
1526.450000,3.2740E-008,1526.450000,3.2740E-008,1526.450000,3.2740E-008
1526.500000,5.5800E-008,1526.500000,5.5800E-008,1526.500000,5.5800E-008
1526.550000,1.0090E-007,1526.550000,1.0090E-007,1526.550000,1.0090E-007
1526.600000,3.9510E-008,1526.600000,3.9510E-008,1526.600000,3.9510E-008
1526.650000,3.1630E-008,1526.650000,3.1630E-008,1526.650000,3.1630E-008
1526.700000,6.7800E-008,1526.700000,6.7800E-008,1526.700000,6.7800E-008
1526.750000,8.0660E-008,1526.750000,8.0660E-008,1526.750000,8.0660E-008
1526.800000,6.8580E-008,1526.800000,6.8580E-008,1526.800000,6.8580E-008
1526.850000,7.6590E-008,1526.850000,7.6590E-008,1526.850000,7.6590E-008
1526.900000,6.1240E-008,1526.900000,6.1240E-008,1526.900000,6.1240E-008
1526.950000,5.7470E-008,1526.950000,5.7470E-008,1526.950000,5.7470E-008
1527.000000,5.1860E-008,1527.000000,5.1860E-008,1527.000000,5.1860E-008
1527.050000,2.3250E-008,1527.050000,2.3250E-008,1527.050000,2.3250E-008
1527.100000,6.0830E-008,1527.100000,6.0830E-008,1527.100000,6.0830E-008
1527.150000,6.4060E-008,1527.150000,6.4060E-008,1527.150000,6.4060E-008
1527.200000,8.2310E-008,1527.200000,8.2310E-008,1527.200000,8.2310E-008
1527.250000,6.8350E-008,1527.250000,6.8350E-008,1527.250000,6.8350E-008
1527.300000,3.4050E-008,1527.300000,3.4050E-008,1527.300000,3.4050E-008
1527.350000,4.6630E-008,1527.350000,4.6630E-008,1527.350000,4.6630E-008
1527.400000,8.7700E-008,1527.400000,8.7700E-008,1527.400000,8.7700E-008
1527.450000,1.3420E-007,1527.450000,1.3420E-007,1527.450000,1.3420E-007
1527.500000,6.2170E-008,1527.500000,6.2170E-008,1527.500000,6.2170E-008
1527.550000,4.7960E-008,1527.550000,4.7960E-008,1527.550000,4.7960E-008
1527.600000,3.4310E-008,1527.600000,3.4310E-008,1527.600000,3.4310E-008
1527.650000,4.8380E-008,1527.650000,4.8380E-008,1527.650000,4.8380E-008
1527.700000,6.5030E-008,1527.700000,6.5030E-008,1527.700000,6.5030E-008
1527.750000,8.4110E-008,1527.750000,8.4110E-008,1527.750000,8.4110E-008
1527.800000,1.0040E-007,1527.800000,1.0040E-007,1527.800000,1.0040E-007
1527.850000,9.3740E-008,1527.850000,9.3740E-008,1527.850000,9.3740E-008
1527.900000,1.1350E-007,1527.900000,1.1350E-007,1527.900000,1.1350E-007
1527.950000,9.6690E-008,1527.950000,9.6690E-008,1527.950000,9.6690E-008
1528.000000,6.4080E-008,1528.000000,6.4080E-008,1528.000000,6.4080E-008
1528.050000,9.8630E-008,1528.050000,9.8630E-008,1528.050000,9.8630E-008
1528.100000,7.3090E-008,1528.100000,7.3090E-008,1528.100000,7.3090E-008
1528.150000,5.2390E-008,1528.150000,5.2390E-008,1528.150000,5.2390E-008
1528.200000,8.4090E-008,1528.200000,8.4090E-008,1528.200000,8.4090E-008
1528.250000,1.3290E-007,1528.250000,1.3290E-007,1528.250000,1.3290E-007
1528.300000,1.1120E-007,1528.300000,1.1120E-007,1528.300000,1.1120E-007
1528.350000,9.4850E-008,1528.350000,9.4850E-008,1528.350000,9.4850E-008
1528.400000,1.1020E-007,1528.400000,1.1020E-007,1528.400000,1.1020E-007
1528.450000,1.0120E-007,1528.450000,1.0120E-007,1528.450000,1.0120E-007
1528.500000,8.9440E-008,1528.500000,8.9440E-008,1528.500000,8.9440E-008
1528.550000,8.5830E-008,1528.550000,8.5830E-008,1528.550000,8.5830E-008
1528.600000,9.9810E-008,1528.600000,9.9810E-008,1528.600000,9.9810E-008
1528.650000,7.6820E-008,1528.650000,7.6820E-008,1528.650000,7.6820E-008
1528.700000,1.1600E-007,1528.700000,1.1600E-007,1528.700000,1.1600E-007
1528.750000,1.0740E-007,1528.750000,1.0740E-007,1528.750000,1.0740E-007
1528.800000,6.7820E-008,1528.800000,6.7820E-008,1528.800000,6.7820E-008
1528.850000,1.1640E-007,1528.850000,1.1640E-007,1528.850000,1.1640E-007
1528.900000,9.7760E-008,1528.900000,9.7760E-008,1528.900000,9.7760E-008
1528.950000,6.3370E-008,1528.950000,6.3370E-008,1528.950000,6.3370E-008
1529.000000,1.0390E-007,1529.000000,1.0390E-007,1529.000000,1.0390E-007
1529.050000,7.5750E-008,1529.050000,7.5750E-008,1529.050000,7.5750E-008
1529.100000,9.1730E-008,1529.100000,9.1730E-008,1529.100000,9.1730E-008
1529.150000,1.2590E-007,1529.150000,1.2590E-007,1529.150000,1.2590E-007
1529.200000,1.1110E-007,1529.200000,1.1110E-007,1529.200000,1.1110E-007
1529.250000,9.4610E-008,1529.250000,9.4610E-008,1529.250000,9.4610E-008
1529.300000,8.0350E-008,1529.300000,8.0350E-008,1529.300000,8.0350E-008
1529.350000,9.8470E-008,1529.350000,9.8470E-008,1529.350000,9.8470E-008
1529.400000,1.5560E-007,1529.400000,1.5560E-007,1529.400000,1.5560E-007
1529.450000,1.0040E-007,1529.450000,1.0040E-007,1529.450000,1.0040E-007
1529.500000,1.2040E-007,1529.500000,1.2040E-007,1529.500000,1.2040E-007
1529.550000,1.0290E-007,1529.550000,1.0290E-007,1529.550000,1.0290E-007
1529.600000,1.4200E-007,1529.600000,1.4200E-007,1529.600000,1.4200E-007
1529.650000,1.5840E-007,1529.650000,1.5840E-007,1529.650000,1.5840E-007
1529.700000,1.4970E-007,1529.700000,1.4970E-007,1529.700000,1.4970E-007
1529.750000,1.4980E-007,1529.750000,1.4980E-007,1529.750000,1.4980E-007
1529.800000,8.4130E-008,1529.800000,8.4130E-008,1529.800000,8.4130E-008
1529.850000,1.3070E-007,1529.850000,1.3070E-007,1529.850000,1.3070E-007
1529.900000,1.3500E-007,1529.900000,1.3500E-007,1529.900000,1.3500E-007
1529.950000,1.4940E-007,1529.950000,1.4940E-007,1529.950000,1.4940E-007
1530.000000,1.4370E-007,1530.000000,1.4370E-007,1530.000000,1.4370E-007
1530.050000,1.5670E-007,1530.050000,1.5670E-007,1530.050000,1.5670E-007
1530.100000,1.5850E-007,1530.100000,1.5850E-007,1530.100000,1.5850E-007
1530.150000,1.5420E-007,1530.150000,1.5420E-007,1530.150000,1.5420E-007
1530.200000,1.0150E-007,1530.200000,1.0150E-007,1530.200000,1.0150E-007
1530.250000,1.6910E-007,1530.250000,1.6910E-007,1530.250000,1.6910E-007
1530.300000,1.3350E-007,1530.300000,1.3350E-007,1530.300000,1.3350E-007
1530.350000,1.7860E-007,1530.350000,1.7860E-007,1530.350000,1.7860E-007
1530.400000,1.7390E-007,1530.400000,1.7390E-007,1530.400000,1.7390E-007
1530.450000,1.2070E-007,1530.450000,1.2070E-007,1530.450000,1.2070E-007
1530.500000,1.1470E-007,1530.500000,1.1470E-007,1530.500000,1.1470E-007
1530.550000,1.2250E-007,1530.550000,1.2250E-007,1530.550000,1.2250E-007
1530.600000,1.7980E-007,1530.600000,1.7980E-007,1530.600000,1.7980E-007
1530.650000,1.7740E-007,1530.650000,1.7740E-007,1530.650000,1.7740E-007
1530.700000,1.5610E-007,1530.700000,1.5610E-007,1530.700000,1.5610E-007
1530.750000,1.6020E-007,1530.750000,1.6020E-007,1530.750000,1.6020E-007
1530.800000,1.1000E-007,1530.800000,1.1000E-007,1530.800000,1.1000E-007
1530.850000,1.9400E-007,1530.850000,1.9400E-007,1530.850000,1.9400E-007
1530.900000,1.4400E-007,1530.900000,1.4400E-007,1530.900000,1.4400E-007
1530.950000,1.4990E-007,1530.950000,1.4990E-007,1530.950000,1.4990E-007
1531.000000,1.6390E-007,1531.000000,1.6390E-007,1531.000000,1.6390E-007
1531.050000,1.9970E-007,1531.050000,1.9970E-007,1531.050000,1.9970E-007
1531.100000,1.2800E-007,1531.100000,1.2800E-007,1531.100000,1.2800E-007
1531.150000,1.9490E-007,1531.150000,1.9490E-007,1531.150000,1.9490E-007
1531.200000,1.8700E-007,1531.200000,1.8700E-007,1531.200000,1.8700E-007
1531.250000,1.6610E-007,1531.250000,1.6610E-007,1531.250000,1.6610E-007
1531.300000,1.7520E-007,1531.300000,1.7520E-007,1531.300000,1.7520E-007
1531.350000,1.5910E-007,1531.350000,1.5910E-007,1531.350000,1.5910E-007
1531.400000,1.8500E-007,1531.400000,1.8500E-007,1531.400000,1.8500E-007
1531.450000,1.4380E-007,1531.450000,1.4380E-007,1531.450000,1.4380E-007
1531.500000,2.1350E-007,1531.500000,2.1350E-007,1531.500000,2.1350E-007
1531.550000,2.1700E-007,1531.550000,2.1700E-007,1531.550000,2.1700E-007
1531.600000,1.4780E-007,1531.600000,1.4780E-007,1531.600000,1.4780E-007
1531.650000,2.3410E-007,1531.650000,2.3410E-007,1531.650000,2.3410E-007
1531.700000,1.8640E-007,1531.700000,1.8640E-007,1531.700000,1.8640E-007
1531.750000,1.8180E-007,1531.750000,1.8180E-007,1531.750000,1.8180E-007
1531.800000,1.0930E-007,1531.800000,1.0930E-007,1531.800000,1.0930E-007
1531.850000,1.8240E-007,1531.850000,1.8240E-007,1531.850000,1.8240E-007
1531.900000,1.9560E-007,1531.900000,1.9560E-007,1531.900000,1.9560E-007
1531.950000,1.9230E-007,1531.950000,1.9230E-007,1531.950000,1.9230E-007
1532.000000,1.7880E-007,1532.000000,1.7880E-007,1532.000000,1.7880E-007
1532.050000,2.2230E-007,1532.050000,2.2230E-007,1532.050000,2.2230E-007
1532.100000,1.8980E-007,1532.100000,1.8980E-007,1532.100000,1.8980E-007
1532.150000,2.4290E-007,1532.150000,2.4290E-007,1532.150000,2.4290E-007
1532.200000,2.2090E-007,1532.200000,2.2090E-007,1532.200000,2.2090E-007
1532.250000,2.2670E-007,1532.250000,2.2670E-007,1532.250000,2.2670E-007
1532.300000,1.9570E-007,1532.300000,1.9570E-007,1532.300000,1.9570E-007
1532.350000,2.1380E-007,1532.350000,2.1380E-007,1532.350000,2.1380E-007
1532.400000,2.1370E-007,1532.400000,2.1370E-007,1532.400000,2.1370E-007
1532.450000,1.6720E-007,1532.450000,1.6720E-007,1532.450000,1.6720E-007
1532.500000,2.1610E-007,1532.500000,2.1610E-007,1532.500000,2.1610E-007
1532.550000,2.1780E-007,1532.550000,2.1780E-007,1532.550000,2.1780E-007
1532.600000,2.6560E-007,1532.600000,2.6560E-007,1532.600000,2.6560E-007
1532.650000,2.2720E-007,1532.650000,2.2720E-007,1532.650000,2.2720E-007
1532.700000,2.1070E-007,1532.700000,2.1070E-007,1532.700000,2.1070E-007
1532.750000,1.9850E-007,1532.750000,1.9850E-007,1532.750000,1.9850E-007
1532.800000,1.9820E-007,1532.800000,1.9820E-007,1532.800000,1.9820E-007
1532.850000,2.3460E-007,1532.850000,2.3460E-007,1532.850000,2.3460E-007
1532.900000,2.2440E-007,1532.900000,2.2440E-007,1532.900000,2.2440E-007
1532.950000,2.5670E-007,1532.950000,2.5670E-007,1532.950000,2.5670E-007
1533.000000,2.2520E-007,1533.000000,2.2520E-007,1533.000000,2.2520E-007
1533.050000,2.2300E-007,1533.050000,2.2300E-007,1533.050000,2.2300E-007
1533.100000,2.5860E-007,1533.100000,2.5860E-007,1533.100000,2.5860E-007
1533.150000,1.9580E-007,1533.150000,1.9580E-007,1533.150000,1.9580E-007
1533.200000,2.4910E-007,1533.200000,2.4910E-007,1533.200000,2.4910E-007
1533.250000,2.8620E-007,1533.250000,2.8620E-007,1533.250000,2.8620E-007
1533.300000,2.2900E-007,1533.300000,2.2900E-007,1533.300000,2.2900E-007
1533.350000,2.5850E-007,1533.350000,2.5850E-007,1533.350000,2.5850E-007
1533.400000,3.0950E-007,1533.400000,3.0950E-007,1533.400000,3.0950E-007
1533.450000,2.1160E-007,1533.450000,2.1160E-007,1533.450000,2.1160E-007
1533.500000,2.6380E-007,1533.500000,2.6380E-007,1533.500000,2.6380E-007
1533.550000,2.5500E-007,1533.550000,2.5500E-007,1533.550000,2.5500E-007
1533.600000,2.5020E-007,1533.600000,2.5020E-007,1533.600000,2.5020E-007
1533.650000,2.6590E-007,1533.650000,2.6590E-007,1533.650000,2.6590E-007
1533.700000,2.6950E-007,1533.700000,2.6950E-007,1533.700000,2.6950E-007
1533.750000,3.0540E-007,1533.750000,3.0540E-007,1533.750000,3.0540E-007
1533.800000,2.5830E-007,1533.800000,2.5830E-007,1533.800000,2.5830E-007
1533.850000,2.7880E-007,1533.850000,2.7880E-007,1533.850000,2.7880E-007
1533.900000,2.6890E-007,1533.900000,2.6890E-007,1533.900000,2.6890E-007
1533.950000,2.2620E-007,1533.950000,2.2620E-007,1533.950000,2.2620E-007
1534.000000,2.3900E-007,1534.000000,2.3900E-007,1534.000000,2.3900E-007
1534.050000,2.8830E-007,1534.050000,2.8830E-007,1534.050000,2.8830E-007
1534.100000,2.4940E-007,1534.100000,2.4940E-007,1534.100000,2.4940E-007
1534.150000,2.4340E-007,1534.150000,2.4340E-007,1534.150000,2.4340E-007
1534.200000,2.5630E-007,1534.200000,2.5630E-007,1534.200000,2.5630E-007
1534.250000,2.9040E-007,1534.250000,2.9040E-007,1534.250000,2.9040E-007
1534.300000,2.7540E-007,1534.300000,2.7540E-007,1534.300000,2.7540E-007
1534.350000,3.1020E-007,1534.350000,3.1020E-007,1534.350000,3.1020E-007
1534.400000,2.9870E-007,1534.400000,2.9870E-007,1534.400000,2.9870E-007
1534.450000,3.1100E-007,1534.450000,3.1100E-007,1534.450000,3.1100E-007
1534.500000,2.7460E-007,1534.500000,2.7460E-007,1534.500000,2.7460E-007
1534.550000,2.7010E-007,1534.550000,2.7010E-007,1534.550000,2.7010E-007
1534.600000,3.1990E-007,1534.600000,3.1990E-007,1534.600000,3.1990E-007
1534.650000,2.8820E-007,1534.650000,2.8820E-007,1534.650000,2.8820E-007
1534.700000,2.9310E-007,1534.700000,2.9310E-007,1534.700000,2.9310E-007
1534.750000,2.9760E-007,1534.750000,2.9760E-007,1534.750000,2.9760E-007
1534.800000,3.3670E-007,1534.800000,3.3670E-007,1534.800000,3.3670E-007
1534.850000,3.2780E-007,1534.850000,3.2780E-007,1534.850000,3.2780E-007
1534.900000,3.3580E-007,1534.900000,3.3580E-007,1534.900000,3.3580E-007
1534.950000,3.2390E-007,1534.950000,3.2390E-007,1534.950000,3.2390E-007
1535.000000,2.5750E-007,1535.000000,2.5750E-007,1535.000000,2.5750E-007
1535.050000,2.7510E-007,1535.050000,2.7510E-007,1535.050000,2.7510E-007
1535.100000,2.8460E-007,1535.100000,2.8460E-007,1535.100000,2.8460E-007
1535.150000,2.0520E-007,1535.150000,2.0520E-007,1535.150000,2.0520E-007
1535.200000,2.8850E-007,1535.200000,2.8850E-007,1535.200000,2.8850E-007
1535.250000,2.9580E-007,1535.250000,2.9580E-007,1535.250000,2.9580E-007
1535.300000,3.4410E-007,1535.300000,3.4410E-007,1535.300000,3.4410E-007
1535.350000,3.2440E-007,1535.350000,3.2440E-007,1535.350000,3.2440E-007
1535.400000,2.7880E-007,1535.400000,2.7880E-007,1535.400000,2.7880E-007
1535.450000,2.6930E-007,1535.450000,2.6930E-007,1535.450000,2.6930E-007
1535.500000,2.5630E-007,1535.500000,2.5630E-007,1535.500000,2.5630E-007
1535.550000,3.0740E-007,1535.550000,3.0740E-007,1535.550000,3.0740E-007
1535.600000,3.2470E-007,1535.600000,3.2470E-007,1535.600000,3.2470E-007
1535.650000,1.9520E-007,1535.650000,1.9520E-007,1535.650000,1.9520E-007
1535.700000,2.7500E-007,1535.700000,2.7500E-007,1535.700000,2.7500E-007
1535.750000,3.0340E-007,1535.750000,3.0340E-007,1535.750000,3.0340E-007
1535.800000,2.6000E-007,1535.800000,2.6000E-007,1535.800000,2.6000E-007
1535.850000,3.0400E-007,1535.850000,3.0400E-007,1535.850000,3.0400E-007
1535.900000,2.8820E-007,1535.900000,2.8820E-007,1535.900000,2.8820E-007
1535.950000,2.5550E-007,1535.950000,2.5550E-007,1535.950000,2.5550E-007
1536.000000,2.6960E-007,1536.000000,2.6960E-007,1536.000000,2.6960E-007
1536.050000,2.6390E-007,1536.050000,2.6390E-007,1536.050000,2.6390E-007
1536.100000,2.7350E-007,1536.100000,2.7350E-007,1536.100000,2.7350E-007
1536.150000,2.6810E-007,1536.150000,2.6810E-007,1536.150000,2.6810E-007
1536.200000,2.6490E-007,1536.200000,2.6490E-007,1536.200000,2.6490E-007
1536.250000,3.0420E-007,1536.250000,3.0420E-007,1536.250000,3.0420E-007
1536.300000,2.4520E-007,1536.300000,2.4520E-007,1536.300000,2.4520E-007
1536.350000,2.4830E-007,1536.350000,2.4830E-007,1536.350000,2.4830E-007
1536.400000,2.1100E-007,1536.400000,2.1100E-007,1536.400000,2.1100E-007
1536.450000,2.3990E-007,1536.450000,2.3990E-007,1536.450000,2.3990E-007
1536.500000,2.5620E-007,1536.500000,2.5620E-007,1536.500000,2.5620E-007
1536.550000,2.9160E-007,1536.550000,2.9160E-007,1536.550000,2.9160E-007
1536.600000,2.7830E-007,1536.600000,2.7830E-007,1536.600000,2.7830E-007
1536.650000,2.5290E-007,1536.650000,2.5290E-007,1536.650000,2.5290E-007
1536.700000,2.6780E-007,1536.700000,2.6780E-007,1536.700000,2.6780E-007
1536.750000,3.0010E-007,1536.750000,3.0010E-007,1536.750000,3.0010E-007
1536.800000,1.7430E-007,1536.800000,1.7430E-007,1536.800000,1.7430E-007
1536.850000,2.6380E-007,1536.850000,2.6380E-007,1536.850000,2.6380E-007
1536.900000,2.5940E-007,1536.900000,2.5940E-007,1536.900000,2.5940E-007
1536.950000,2.5300E-007,1536.950000,2.5300E-007,1536.950000,2.5300E-007
1537.000000,3.1470E-007,1537.000000,3.1470E-007,1537.000000,3.1470E-007
1537.050000,2.4690E-007,1537.050000,2.4690E-007,1537.050000,2.4690E-007
1537.100000,2.9110E-007,1537.100000,2.9110E-007,1537.100000,2.9110E-007
1537.150000,2.2000E-007,1537.150000,2.2000E-007,1537.150000,2.2000E-007
1537.200000,2.5250E-007,1537.200000,2.5250E-007,1537.200000,2.5250E-007
1537.250000,1.6520E-007,1537.250000,1.6520E-007,1537.250000,1.6520E-007
1537.300000,2.4750E-007,1537.300000,2.4750E-007,1537.300000,2.4750E-007
1537.350000,2.3100E-007,1537.350000,2.3100E-007,1537.350000,2.3100E-007
1537.400000,2.3550E-007,1537.400000,2.3550E-007,1537.400000,2.3550E-007
1537.450000,2.2710E-007,1537.450000,2.2710E-007,1537.450000,2.2710E-007
1537.500000,2.5700E-007,1537.500000,2.5700E-007,1537.500000,2.5700E-007
1537.550000,2.4490E-007,1537.550000,2.4490E-007,1537.550000,2.4490E-007
1537.600000,2.5330E-007,1537.600000,2.5330E-007,1537.600000,2.5330E-007
1537.650000,2.1690E-007,1537.650000,2.1690E-007,1537.650000,2.1690E-007
1537.700000,2.3230E-007,1537.700000,2.3230E-007,1537.700000,2.3230E-007
1537.750000,2.0730E-007,1537.750000,2.0730E-007,1537.750000,2.0730E-007
1537.800000,2.4520E-007,1537.800000,2.4520E-007,1537.800000,2.4520E-007
1537.850000,2.3220E-007,1537.850000,2.3220E-007,1537.850000,2.3220E-007
1537.900000,2.3110E-007,1537.900000,2.3110E-007,1537.900000,2.3110E-007
1537.950000,1.9760E-007,1537.950000,1.9760E-007,1537.950000,1.9760E-007
