1521.350000,8.0180E-009,1521.350000,8.0180E-009,1521.350000,8.0180E-009
1521.400000,6.2100E-009,1521.400000,6.2100E-009,1521.400000,6.2100E-009
1521.450000,9.9850E-009,1521.450000,9.9850E-009,1521.450000,9.9850E-009
1521.500000,-2.4870E-008,1521.500000,-2.4870E-008,1521.500000,-2.4870E-008
1521.550000,5.3230E-008,1521.550000,5.3230E-008,1521.550000,5.3230E-008
1521.600000,4.6630E-009,1521.600000,4.6630E-009,1521.600000,4.6630E-009
1521.650000,5.0290E-008,1521.650000,5.0290E-008,1521.650000,5.0290E-008
1521.700000,-1.3280E-009,1521.700000,-1.3280E-009,1521.700000,-1.3280E-009
1521.750000,3.3550E-008,1521.750000,3.3550E-008,1521.750000,3.3550E-008
1521.800000,8.1630E-008,1521.800000,8.1630E-008,1521.800000,8.1630E-008
1521.850000,4.0970E-008,1521.850000,4.0970E-008,1521.850000,4.0970E-008
1521.900000,3.3360E-008,1521.900000,3.3360E-008,1521.900000,3.3360E-008
1521.950000,-1.4050E-009,1521.950000,-1.4050E-009,1521.950000,-1.4050E-009
1522.000000,3.4550E-008,1522.000000,3.4550E-008,1522.000000,3.4550E-008
1522.050000,6.5070E-008,1522.050000,6.5070E-008,1522.050000,6.5070E-008
1522.100000,3.9570E-008,1522.100000,3.9570E-008,1522.100000,3.9570E-008
1522.150000,5.9820E-009,1522.150000,5.9820E-009,1522.150000,5.9820E-009
1522.200000,2.5950E-008,1522.200000,2.5950E-008,1522.200000,2.5950E-008
1522.250000,1.5860E-008,1522.250000,1.5860E-008,1522.250000,1.5860E-008
1522.300000,-7.8900E-009,1522.300000,-7.8900E-009,1522.300000,-7.8900E-009
1522.350000,-8.7070E-009,1522.350000,-8.7070E-009,1522.350000,-8.7070E-009
1522.400000,1.9310E-008,1522.400000,1.9310E-008,1522.400000,1.9310E-008
1522.450000,9.2040E-008,1522.450000,9.2040E-008,1522.450000,9.2040E-008
1522.500000,4.3510E-008,1522.500000,4.3510E-008,1522.500000,4.3510E-008
1522.550000,1.5890E-009,1522.550000,1.5890E-009,1522.550000,1.5890E-009
1522.600000,3.6400E-008,1522.600000,3.6400E-008,1522.600000,3.6400E-008
1522.650000,3.1450E-008,1522.650000,3.1450E-008,1522.650000,3.1450E-008
1522.700000,-2.1890E-009,1522.700000,-2.1890E-009,1522.700000,-2.1890E-009
1522.750000,2.4300E-008,1522.750000,2.4300E-008,1522.750000,2.4300E-008
1522.800000,4.5230E-008,1522.800000,4.5230E-008,1522.800000,4.5230E-008
1522.850000,-2.9090E-008,1522.850000,-2.9090E-008,1522.850000,-2.9090E-008
1522.900000,2.1390E-008,1522.900000,2.1390E-008,1522.900000,2.1390E-008
1522.950000,4.0500E-008,1522.950000,4.0500E-008,1522.950000,4.0500E-008
1523.000000,1.4690E-009,1523.000000,1.4690E-009,1523.000000,1.4690E-009
1523.050000,3.1440E-008,1523.050000,3.1440E-008,1523.050000,3.1440E-008
1523.100000,7.8310E-008,1523.100000,7.8310E-008,1523.100000,7.8310E-008
1523.150000,8.1320E-009,1523.150000,8.1320E-009,1523.150000,8.1320E-009
1523.200000,1.8250E-008,1523.200000,1.8250E-008,1523.200000,1.8250E-008
1523.250000,-1.2730E-009,1523.250000,-1.2730E-009,1523.250000,-1.2730E-009
1523.300000,-8.3810E-010,1523.300000,-8.3810E-010,1523.300000,-8.3810E-010
1523.350000,3.2440E-008,1523.350000,3.2440E-008,1523.350000,3.2440E-008
1523.400000,6.1080E-008,1523.400000,6.1080E-008,1523.400000,6.1080E-008
1523.450000,2.4670E-008,1523.450000,2.4670E-008,1523.450000,2.4670E-008
1523.500000,3.4860E-008,1523.500000,3.4860E-008,1523.500000,3.4860E-008
1523.550000,4.7000E-008,1523.550000,4.7000E-008,1523.550000,4.7000E-008
1523.600000,1.6900E-008,1523.600000,1.6900E-008,1523.600000,1.6900E-008
1523.650000,1.1290E-008,1523.650000,1.1290E-008,1523.650000,1.1290E-008
1523.700000,5.1020E-008,1523.700000,5.1020E-008,1523.700000,5.1020E-008
1523.750000,4.2140E-008,1523.750000,4.2140E-008,1523.750000,4.2140E-008
1523.800000,1.5760E-009,1523.800000,1.5760E-009,1523.800000,1.5760E-009
1523.850000,2.4210E-008,1523.850000,2.4210E-008,1523.850000,2.4210E-008
1523.900000,1.4880E-008,1523.900000,1.4880E-008,1523.900000,1.4880E-008
1523.950000,-2.5430E-008,1523.950000,-2.5430E-008,1523.950000,-2.5430E-008
1524.000000,6.9310E-008,1524.000000,6.9310E-008,1524.000000,6.9310E-008
1524.050000,5.9330E-008,1524.050000,5.9330E-008,1524.050000,5.9330E-008
1524.100000,3.7280E-009,1524.100000,3.7280E-009,1524.100000,3.7280E-009
1524.150000,8.4740E-008,1524.150000,8.4740E-008,1524.150000,8.4740E-008
1524.200000,-6.4130E-010,1524.200000,-6.4130E-010,1524.200000,-6.4130E-010
1524.250000,2.8600E-008,1524.250000,2.8600E-008,1524.250000,2.8600E-008
1524.300000,2.1340E-008,1524.300000,2.1340E-008,1524.300000,2.1340E-008
1524.350000,-6.0970E-009,1524.350000,-6.0970E-009,1524.350000,-6.0970E-009
1524.400000,-4.6730E-010,1524.400000,-4.6730E-010,1524.400000,-4.6730E-010
1524.450000,3.7910E-008,1524.450000,3.7910E-008,1524.450000,3.7910E-008
1524.500000,3.8670E-008,1524.500000,3.8670E-008,1524.500000,3.8670E-008
1524.550000,2.5810E-008,1524.550000,2.5810E-008,1524.550000,2.5810E-008
1524.600000,-1.3300E-008,1524.600000,-1.3300E-008,1524.600000,-1.3300E-008
1524.650000,6.2500E-008,1524.650000,6.2500E-008,1524.650000,6.2500E-008
1524.700000,4.9680E-008,1524.700000,4.9680E-008,1524.700000,4.9680E-008
1524.750000,6.9420E-008,1524.750000,6.9420E-008,1524.750000,6.9420E-008
1524.800000,5.5600E-008,1524.800000,5.5600E-008,1524.800000,5.5600E-008
1524.850000,2.8150E-008,1524.850000,2.8150E-008,1524.850000,2.8150E-008
1524.900000,3.0600E-008,1524.900000,3.0600E-008,1524.900000,3.0600E-008
1524.950000,3.0890E-008,1524.950000,3.0890E-008,1524.950000,3.0890E-008
1525.000000,7.9370E-009,1525.000000,7.9370E-009,1525.000000,7.9370E-009
1525.050000,2.6250E-008,1525.050000,2.6250E-008,1525.050000,2.6250E-008
1525.100000,2.6990E-008,1525.100000,2.6990E-008,1525.100000,2.6990E-008
1525.150000,2.9650E-008,1525.150000,2.9650E-008,1525.150000,2.9650E-008
1525.200000,4.8090E-008,1525.200000,4.8090E-008,1525.200000,4.8090E-008
1525.250000,8.8470E-008,1525.250000,8.8470E-008,1525.250000,8.8470E-008
1525.300000,7.2280E-008,1525.300000,7.2280E-008,1525.300000,7.2280E-008
1525.350000,7.0440E-008,1525.350000,7.0440E-008,1525.350000,7.0440E-008
1525.400000,7.6560E-008,1525.400000,7.6560E-008,1525.400000,7.6560E-008
1525.450000,6.2140E-008,1525.450000,6.2140E-008,1525.450000,6.2140E-008
1525.500000,6.8890E-008,1525.500000,6.8890E-008,1525.500000,6.8890E-008
1525.550000,6.3470E-008,1525.550000,6.3470E-008,1525.550000,6.3470E-008
1525.600000,1.9760E-008,1525.600000,1.9760E-008,1525.600000,1.9760E-008
1525.650000,7.4870E-008,1525.650000,7.4870E-008,1525.650000,7.4870E-008
1525.700000,4.7090E-008,1525.700000,4.7090E-008,1525.700000,4.7090E-008
1525.750000,7.4040E-008,1525.750000,7.4040E-008,1525.750000,7.4040E-008
1525.800000,7.7480E-008,1525.800000,7.7480E-008,1525.800000,7.7480E-008
1525.850000,3.2700E-008,1525.850000,3.2700E-008,1525.850000,3.2700E-008
1525.900000,2.5750E-008,1525.900000,2.5750E-008,1525.900000,2.5750E-008
1525.950000,8.3020E-008,1525.950000,8.3020E-008,1525.950000,8.3020E-008
1526.000000,8.9030E-008,1526.000000,8.9030E-008,1526.000000,8.9030E-008
1526.050000,2.3980E-008,1526.050000,2.3980E-008,1526.050000,2.3980E-008
1526.100000,6.6920E-008,1526.100000,6.6920E-008,1526.100000,6.6920E-008
1526.150000,2.6480E-008,1526.150000,2.6480E-008,1526.150000,2.6480E-008
1526.200000,4.5550E-008,1526.200000,4.5550E-008,1526.200000,4.5550E-008
1526.250000,6.1780E-008,1526.250000,6.1780E-008,1526.250000,6.1780E-008
1526.300000,1.5790E-008,1526.300000,1.5790E-008,1526.300000,1.5790E-008
1526.350000,1.5650E-008,1526.350000,1.5650E-008,1526.350000,1.5650E-008
1526.400000,3.4370E-008,1526.400000,3.4370E-008,1526.400000,3.4370E-008
1526.450000,7.3400E-008,1526.450000,7.3400E-008,1526.450000,7.3400E-008
1526.500000,1.9560E-008,1526.500000,1.9560E-008,1526.500000,1.9560E-008
1526.550000,8.4890E-008,1526.550000,8.4890E-008,1526.550000,8.4890E-008
1526.600000,9.1960E-008,1526.600000,9.1960E-008,1526.600000,9.1960E-008
1526.650000,6.0740E-008,1526.650000,6.0740E-008,1526.650000,6.0740E-008
1526.700000,5.4290E-008,1526.700000,5.4290E-008,1526.700000,5.4290E-008
1526.750000,2.0450E-008,1526.750000,2.0450E-008,1526.750000,2.0450E-008
1526.800000,7.5660E-008,1526.800000,7.5660E-008,1526.800000,7.5660E-008
1526.850000,3.5490E-008,1526.850000,3.5490E-008,1526.850000,3.5490E-008
1526.900000,1.2050E-007,1526.900000,1.2050E-007,1526.900000,1.2050E-007
1526.950000,5.9310E-008,1526.950000,5.9310E-008,1526.950000,5.9310E-008
1527.000000,7.1320E-008,1527.000000,7.1320E-008,1527.000000,7.1320E-008
1527.050000,6.4560E-008,1527.050000,6.4560E-008,1527.050000,6.4560E-008
1527.100000,6.8500E-008,1527.100000,6.8500E-008,1527.100000,6.8500E-008
1527.150000,4.7950E-008,1527.150000,4.7950E-008,1527.150000,4.7950E-008
1527.200000,9.0630E-008,1527.200000,9.0630E-008,1527.200000,9.0630E-008
1527.250000,5.2560E-008,1527.250000,5.2560E-008,1527.250000,5.2560E-008
1527.300000,4.3060E-008,1527.300000,4.3060E-008,1527.300000,4.3060E-008
1527.350000,6.0670E-008,1527.350000,6.0670E-008,1527.350000,6.0670E-008
1527.400000,1.0230E-007,1527.400000,1.0230E-007,1527.400000,1.0230E-007
1527.450000,8.2550E-008,1527.450000,8.2550E-008,1527.450000,8.2550E-008
1527.500000,1.0220E-007,1527.500000,1.0220E-007,1527.500000,1.0220E-007
1527.550000,6.7120E-008,1527.550000,6.7120E-008,1527.550000,6.7120E-008
1527.600000,2.5800E-008,1527.600000,2.5800E-008,1527.600000,2.5800E-008
1527.650000,3.8070E-008,1527.650000,3.8070E-008,1527.650000,3.8070E-008
1527.700000,9.7950E-008,1527.700000,9.7950E-008,1527.700000,9.7950E-008
1527.750000,9.2710E-008,1527.750000,9.2710E-008,1527.750000,9.2710E-008
1527.800000,7.5500E-008,1527.800000,7.5500E-008,1527.800000,7.5500E-008
1527.850000,8.0120E-008,1527.850000,8.0120E-008,1527.850000,8.0120E-008
1527.900000,9.7170E-008,1527.900000,9.7170E-008,1527.900000,9.7170E-008
1527.950000,7.5780E-008,1527.950000,7.5780E-008,1527.950000,7.5780E-008
1528.000000,6.1850E-008,1528.000000,6.1850E-008,1528.000000,6.1850E-008
1528.050000,7.4660E-008,1528.050000,7.4660E-008,1528.050000,7.4660E-008
1528.100000,1.0030E-007,1528.100000,1.0030E-007,1528.100000,1.0030E-007
1528.150000,7.7230E-008,1528.150000,7.7230E-008,1528.150000,7.7230E-008
1528.200000,8.5890E-008,1528.200000,8.5890E-008,1528.200000,8.5890E-008
1528.250000,4.8780E-008,1528.250000,4.8780E-008,1528.250000,4.8780E-008
1528.300000,8.0490E-008,1528.300000,8.0490E-008,1528.300000,8.0490E-008
1528.350000,7.1790E-008,1528.350000,7.1790E-008,1528.350000,7.1790E-008
1528.400000,1.0920E-007,1528.400000,1.0920E-007,1528.400000,1.0920E-007
1528.450000,4.3490E-008,1528.450000,4.3490E-008,1528.450000,4.3490E-008
1528.500000,1.1840E-007,1528.500000,1.1840E-007,1528.500000,1.1840E-007
1528.550000,8.7720E-008,1528.550000,8.7720E-008,1528.550000,8.7720E-008
1528.600000,8.5250E-008,1528.600000,8.5250E-008,1528.600000,8.5250E-008
1528.650000,6.7810E-008,1528.650000,6.7810E-008,1528.650000,6.7810E-008
1528.700000,9.2530E-008,1528.700000,9.2530E-008,1528.700000,9.2530E-008
1528.750000,5.0030E-008,1528.750000,5.0030E-008,1528.750000,5.0030E-008
1528.800000,1.0710E-007,1528.800000,1.0710E-007,1528.800000,1.0710E-007
1528.850000,8.1580E-008,1528.850000,8.1580E-008,1528.850000,8.1580E-008
1528.900000,7.2300E-008,1528.900000,7.2300E-008,1528.900000,7.2300E-008
1528.950000,1.3660E-007,1528.950000,1.3660E-007,1528.950000,1.3660E-007
1529.000000,1.2880E-007,1529.000000,1.2880E-007,1529.000000,1.2880E-007
1529.050000,1.6350E-007,1529.050000,1.6350E-007,1529.050000,1.6350E-007
1529.100000,1.2680E-007,1529.100000,1.2680E-007,1529.100000,1.2680E-007
1529.150000,1.6930E-007,1529.150000,1.6930E-007,1529.150000,1.6930E-007
1529.200000,1.4610E-007,1529.200000,1.4610E-007,1529.200000,1.4610E-007
1529.250000,7.2820E-008,1529.250000,7.2820E-008,1529.250000,7.2820E-008
1529.300000,1.5910E-007,1529.300000,1.5910E-007,1529.300000,1.5910E-007
1529.350000,7.2910E-008,1529.350000,7.2910E-008,1529.350000,7.2910E-008
1529.400000,1.0170E-007,1529.400000,1.0170E-007,1529.400000,1.0170E-007
1529.450000,1.0100E-007,1529.450000,1.0100E-007,1529.450000,1.0100E-007
1529.500000,1.2060E-007,1529.500000,1.2060E-007,1529.500000,1.2060E-007
1529.550000,7.5440E-008,1529.550000,7.5440E-008,1529.550000,7.5440E-008
1529.600000,1.2240E-007,1529.600000,1.2240E-007,1529.600000,1.2240E-007
1529.650000,1.4210E-007,1529.650000,1.4210E-007,1529.650000,1.4210E-007
1529.700000,1.2180E-007,1529.700000,1.2180E-007,1529.700000,1.2180E-007
1529.750000,1.0800E-007,1529.750000,1.0800E-007,1529.750000,1.0800E-007
1529.800000,1.5440E-007,1529.800000,1.5440E-007,1529.800000,1.5440E-007
1529.850000,1.3140E-007,1529.850000,1.3140E-007,1529.850000,1.3140E-007
1529.900000,1.2600E-007,1529.900000,1.2600E-007,1529.900000,1.2600E-007
1529.950000,1.0380E-007,1529.950000,1.0380E-007,1529.950000,1.0380E-007
1530.000000,8.8860E-008,1530.000000,8.8860E-008,1530.000000,8.8860E-008
1530.050000,1.5630E-007,1530.050000,1.5630E-007,1530.050000,1.5630E-007
1530.100000,1.1850E-007,1530.100000,1.1850E-007,1530.100000,1.1850E-007
1530.150000,1.3940E-007,1530.150000,1.3940E-007,1530.150000,1.3940E-007
1530.200000,1.0530E-007,1530.200000,1.0530E-007,1530.200000,1.0530E-007
1530.250000,1.2140E-007,1530.250000,1.2140E-007,1530.250000,1.2140E-007
1530.300000,1.1750E-007,1530.300000,1.1750E-007,1530.300000,1.1750E-007
1530.350000,1.2670E-007,1530.350000,1.2670E-007,1530.350000,1.2670E-007
1530.400000,9.3020E-008,1530.400000,9.3020E-008,1530.400000,9.3020E-008
1530.450000,1.5830E-007,1530.450000,1.5830E-007,1530.450000,1.5830E-007
1530.500000,1.3250E-007,1530.500000,1.3250E-007,1530.500000,1.3250E-007
1530.550000,1.2050E-007,1530.550000,1.2050E-007,1530.550000,1.2050E-007
1530.600000,1.4090E-007,1530.600000,1.4090E-007,1530.600000,1.4090E-007
1530.650000,1.8010E-007,1530.650000,1.8010E-007,1530.650000,1.8010E-007
1530.700000,1.3610E-007,1530.700000,1.3610E-007,1530.700000,1.3610E-007
1530.750000,1.5050E-007,1530.750000,1.5050E-007,1530.750000,1.5050E-007
1530.800000,1.3730E-007,1530.800000,1.3730E-007,1530.800000,1.3730E-007
1530.850000,1.8000E-007,1530.850000,1.8000E-007,1530.850000,1.8000E-007
1530.900000,1.6540E-007,1530.900000,1.6540E-007,1530.900000,1.6540E-007
1530.950000,1.4500E-007,1530.950000,1.4500E-007,1530.950000,1.4500E-007
1531.000000,1.3250E-007,1531.000000,1.3250E-007,1531.000000,1.3250E-007
1531.050000,1.5950E-007,1531.050000,1.5950E-007,1531.050000,1.5950E-007
1531.100000,1.8340E-007,1531.100000,1.8340E-007,1531.100000,1.8340E-007
1531.150000,1.8190E-007,1531.150000,1.8190E-007,1531.150000,1.8190E-007
1531.200000,1.7390E-007,1531.200000,1.7390E-007,1531.200000,1.7390E-007
1531.250000,1.8360E-007,1531.250000,1.8360E-007,1531.250000,1.8360E-007
1531.300000,1.9260E-007,1531.300000,1.9260E-007,1531.300000,1.9260E-007
1531.350000,1.8880E-007,1531.350000,1.8880E-007,1531.350000,1.8880E-007
1531.400000,2.0230E-007,1531.400000,2.0230E-007,1531.400000,2.0230E-007
1531.450000,2.2120E-007,1531.450000,2.2120E-007,1531.450000,2.2120E-007
1531.500000,1.6960E-007,1531.500000,1.6960E-007,1531.500000,1.6960E-007
1531.550000,1.9620E-007,1531.550000,1.9620E-007,1531.550000,1.9620E-007
1531.600000,1.9130E-007,1531.600000,1.9130E-007,1531.600000,1.9130E-007
1531.650000,2.0190E-007,1531.650000,2.0190E-007,1531.650000,2.0190E-007
1531.700000,1.8940E-007,1531.700000,1.8940E-007,1531.700000,1.8940E-007
1531.750000,1.6730E-007,1531.750000,1.6730E-007,1531.750000,1.6730E-007
1531.800000,1.8160E-007,1531.800000,1.8160E-007,1531.800000,1.8160E-007
1531.850000,1.9460E-007,1531.850000,1.9460E-007,1531.850000,1.9460E-007
1531.900000,2.2000E-007,1531.900000,2.2000E-007,1531.900000,2.2000E-007
1531.950000,1.7910E-007,1531.950000,1.7910E-007,1531.950000,1.7910E-007
1532.000000,2.0950E-007,1532.000000,2.0950E-007,1532.000000,2.0950E-007
1532.050000,1.9270E-007,1532.050000,1.9270E-007,1532.050000,1.9270E-007
1532.100000,1.4770E-007,1532.100000,1.4770E-007,1532.100000,1.4770E-007
1532.150000,1.6940E-007,1532.150000,1.6940E-007,1532.150000,1.6940E-007
1532.200000,1.9860E-007,1532.200000,1.9860E-007,1532.200000,1.9860E-007
1532.250000,2.2580E-007,1532.250000,2.2580E-007,1532.250000,2.2580E-007
1532.300000,2.0230E-007,1532.300000,2.0230E-007,1532.300000,2.0230E-007
1532.350000,2.0200E-007,1532.350000,2.0200E-007,1532.350000,2.0200E-007
1532.400000,2.3670E-007,1532.400000,2.3670E-007,1532.400000,2.3670E-007
1532.450000,2.5150E-007,1532.450000,2.5150E-007,1532.450000,2.5150E-007
1532.500000,2.2100E-007,1532.500000,2.2100E-007,1532.500000,2.2100E-007
1532.550000,1.7720E-007,1532.550000,1.7720E-007,1532.550000,1.7720E-007
1532.600000,2.1090E-007,1532.600000,2.1090E-007,1532.600000,2.1090E-007
1532.650000,2.0460E-007,1532.650000,2.0460E-007,1532.650000,2.0460E-007
1532.700000,1.8560E-007,1532.700000,1.8560E-007,1532.700000,1.8560E-007
1532.750000,2.1810E-007,1532.750000,2.1810E-007,1532.750000,2.1810E-007
1532.800000,2.4550E-007,1532.800000,2.4550E-007,1532.800000,2.4550E-007
1532.850000,2.8160E-007,1532.850000,2.8160E-007,1532.850000,2.8160E-007
1532.900000,1.7550E-007,1532.900000,1.7550E-007,1532.900000,1.7550E-007
1532.950000,2.5830E-007,1532.950000,2.5830E-007,1532.950000,2.5830E-007
1533.000000,2.2130E-007,1533.000000,2.2130E-007,1533.000000,2.2130E-007
1533.050000,2.2000E-007,1533.050000,2.2000E-007,1533.050000,2.2000E-007
1533.100000,1.9600E-007,1533.100000,1.9600E-007,1533.100000,1.9600E-007
1533.150000,2.3010E-007,1533.150000,2.3010E-007,1533.150000,2.3010E-007
1533.200000,2.3130E-007,1533.200000,2.3130E-007,1533.200000,2.3130E-007
1533.250000,2.4770E-007,1533.250000,2.4770E-007,1533.250000,2.4770E-007
1533.300000,2.0580E-007,1533.300000,2.0580E-007,1533.300000,2.0580E-007
1533.350000,2.5790E-007,1533.350000,2.5790E-007,1533.350000,2.5790E-007
1533.400000,2.7900E-007,1533.400000,2.7900E-007,1533.400000,2.7900E-007
1533.450000,2.9090E-007,1533.450000,2.9090E-007,1533.450000,2.9090E-007
1533.500000,2.5260E-007,1533.500000,2.5260E-007,1533.500000,2.5260E-007
1533.550000,2.2710E-007,1533.550000,2.2710E-007,1533.550000,2.2710E-007
1533.600000,2.1800E-007,1533.600000,2.1800E-007,1533.600000,2.1800E-007
1533.650000,2.7240E-007,1533.650000,2.7240E-007,1533.650000,2.7240E-007
1533.700000,2.7470E-007,1533.700000,2.7470E-007,1533.700000,2.7470E-007
1533.750000,2.9070E-007,1533.750000,2.9070E-007,1533.750000,2.9070E-007
1533.800000,2.4870E-007,1533.800000,2.4870E-007,1533.800000,2.4870E-007
1533.850000,2.6180E-007,1533.850000,2.6180E-007,1533.850000,2.6180E-007
1533.900000,2.9290E-007,1533.900000,2.9290E-007,1533.900000,2.9290E-007
1533.950000,3.0410E-007,1533.950000,3.0410E-007,1533.950000,3.0410E-007
1534.000000,2.5590E-007,1534.000000,2.5590E-007,1534.000000,2.5590E-007
1534.050000,2.3280E-007,1534.050000,2.3280E-007,1534.050000,2.3280E-007
1534.100000,3.1650E-007,1534.100000,3.1650E-007,1534.100000,3.1650E-007
1534.150000,2.7040E-007,1534.150000,2.7040E-007,1534.150000,2.7040E-007
1534.200000,2.7420E-007,1534.200000,2.7420E-007,1534.200000,2.7420E-007
1534.250000,2.8090E-007,1534.250000,2.8090E-007,1534.250000,2.8090E-007
1534.300000,2.8510E-007,1534.300000,2.8510E-007,1534.300000,2.8510E-007
1534.350000,2.8540E-007,1534.350000,2.8540E-007,1534.350000,2.8540E-007
1534.400000,2.6360E-007,1534.400000,2.6360E-007,1534.400000,2.6360E-007
1534.450000,3.1240E-007,1534.450000,3.1240E-007,1534.450000,3.1240E-007
1534.500000,2.9400E-007,1534.500000,2.9400E-007,1534.500000,2.9400E-007
1534.550000,3.0180E-007,1534.550000,3.0180E-007,1534.550000,3.0180E-007
1534.600000,2.8550E-007,1534.600000,2.8550E-007,1534.600000,2.8550E-007
1534.650000,3.3780E-007,1534.650000,3.3780E-007,1534.650000,3.3780E-007
1534.700000,3.0030E-007,1534.700000,3.0030E-007,1534.700000,3.0030E-007
1534.750000,2.4250E-007,1534.750000,2.4250E-007,1534.750000,2.4250E-007
1534.800000,3.0490E-007,1534.800000,3.0490E-007,1534.800000,3.0490E-007
1534.850000,3.1640E-007,1534.850000,3.1640E-007,1534.850000,3.1640E-007
1534.900000,2.8170E-007,1534.900000,2.8170E-007,1534.900000,2.8170E-007
1534.950000,3.3390E-007,1534.950000,3.3390E-007,1534.950000,3.3390E-007
1535.000000,2.3860E-007,1535.000000,2.3860E-007,1535.000000,2.3860E-007
1535.050000,2.9900E-007,1535.050000,2.9900E-007,1535.050000,2.9900E-007
1535.100000,2.8100E-007,1535.100000,2.8100E-007,1535.100000,2.8100E-007
1535.150000,3.0290E-007,1535.150000,3.0290E-007,1535.150000,3.0290E-007
1535.200000,2.7080E-007,1535.200000,2.7080E-007,1535.200000,2.7080E-007
1535.250000,2.9730E-007,1535.250000,2.9730E-007,1535.250000,2.9730E-007
1535.300000,3.4580E-007,1535.300000,3.4580E-007,1535.300000,3.4580E-007
1535.350000,2.5310E-007,1535.350000,2.5310E-007,1535.350000,2.5310E-007
1535.400000,2.8950E-007,1535.400000,2.8950E-007,1535.400000,2.8950E-007
1535.450000,3.2040E-007,1535.450000,3.2040E-007,1535.450000,3.2040E-007
1535.500000,3.2850E-007,1535.500000,3.2850E-007,1535.500000,3.2850E-007
1535.550000,3.2660E-007,1535.550000,3.2660E-007,1535.550000,3.2660E-007
1535.600000,3.0650E-007,1535.600000,3.0650E-007,1535.600000,3.0650E-007
1535.650000,2.6720E-007,1535.650000,2.6720E-007,1535.650000,2.6720E-007
1535.700000,2.1560E-007,1535.700000,2.1560E-007,1535.700000,2.1560E-007
1535.750000,2.1060E-007,1535.750000,2.1060E-007,1535.750000,2.1060E-007
1535.800000,2.5420E-007,1535.800000,2.5420E-007,1535.800000,2.5420E-007
1535.850000,2.8360E-007,1535.850000,2.8360E-007,1535.850000,2.8360E-007
1535.900000,2.7000E-007,1535.900000,2.7000E-007,1535.900000,2.7000E-007
1535.950000,2.9240E-007,1535.950000,2.9240E-007,1535.950000,2.9240E-007
1536.000000,2.0510E-007,1536.000000,2.0510E-007,1536.000000,2.0510E-007
1536.050000,2.5950E-007,1536.050000,2.5950E-007,1536.050000,2.5950E-007
1536.100000,2.7630E-007,1536.100000,2.7630E-007,1536.100000,2.7630E-007
1536.150000,2.9440E-007,1536.150000,2.9440E-007,1536.150000,2.9440E-007
1536.200000,2.6430E-007,1536.200000,2.6430E-007,1536.200000,2.6430E-007
1536.250000,2.7330E-007,1536.250000,2.7330E-007,1536.250000,2.7330E-007
1536.300000,2.6340E-007,1536.300000,2.6340E-007,1536.300000,2.6340E-007
1536.350000,2.4650E-007,1536.350000,2.4650E-007,1536.350000,2.4650E-007
1536.400000,3.0430E-007,1536.400000,3.0430E-007,1536.400000,3.0430E-007
1536.450000,1.9580E-007,1536.450000,1.9580E-007,1536.450000,1.9580E-007
1536.500000,2.6220E-007,1536.500000,2.6220E-007,1536.500000,2.6220E-007
1536.550000,2.2670E-007,1536.550000,2.2670E-007,1536.550000,2.2670E-007
1536.600000,2.4560E-007,1536.600000,2.4560E-007,1536.600000,2.4560E-007
1536.650000,3.0310E-007,1536.650000,3.0310E-007,1536.650000,3.0310E-007
1536.700000,2.8350E-007,1536.700000,2.8350E-007,1536.700000,2.8350E-007
1536.750000,2.5270E-007,1536.750000,2.5270E-007,1536.750000,2.5270E-007
1536.800000,2.5880E-007,1536.800000,2.5880E-007,1536.800000,2.5880E-007
1536.850000,2.2600E-007,1536.850000,2.2600E-007,1536.850000,2.2600E-007
1536.900000,2.0760E-007,1536.900000,2.0760E-007,1536.900000,2.0760E-007
1536.950000,2.9730E-007,1536.950000,2.9730E-007,1536.950000,2.9730E-007
1537.000000,2.5250E-007,1537.000000,2.5250E-007,1537.000000,2.5250E-007
1537.050000,2.3000E-007,1537.050000,2.3000E-007,1537.050000,2.3000E-007
1537.100000,2.1350E-007,1537.100000,2.1350E-007,1537.100000,2.1350E-007
1537.150000,2.4160E-007,1537.150000,2.4160E-007,1537.150000,2.4160E-007
1537.200000,2.6290E-007,1537.200000,2.6290E-007,1537.200000,2.6290E-007
1537.250000,2.6660E-007,1537.250000,2.6660E-007,1537.250000,2.6660E-007
1537.300000,2.2660E-007,1537.300000,2.2660E-007,1537.300000,2.2660E-007
1537.350000,2.2610E-007,1537.350000,2.2610E-007,1537.350000,2.2610E-007
1537.400000,2.3820E-007,1537.400000,2.3820E-007,1537.400000,2.3820E-007
1537.450000,1.9100E-007,1537.450000,1.9100E-007,1537.450000,1.9100E-007
1537.500000,1.4450E-007,1537.500000,1.4450E-007,1537.500000,1.4450E-007
1537.550000,2.3490E-007,1537.550000,2.3490E-007,1537.550000,2.3490E-007
1537.600000,2.2070E-007,1537.600000,2.2070E-007,1537.600000,2.2070E-007
1537.650000,2.0280E-007,1537.650000,2.0280E-007,1537.650000,2.0280E-007
1537.700000,2.0620E-007,1537.700000,2.0620E-007,1537.700000,2.0620E-007
1537.750000,2.2550E-007,1537.750000,2.2550E-007,1537.750000,2.2550E-007
1537.800000,1.9120E-007,1537.800000,1.9120E-007,1537.800000,1.9120E-007
1537.850000,2.5690E-007,1537.850000,2.5690E-007,1537.850000,2.5690E-007
1537.900000,2.2210E-007,1537.900000,2.2210E-007,1537.900000,2.2210E-007
