,Theta1,Theta2,Theta3,Power,Ancho_espectral
137,148.0,8.0,0,0.0069632,246.0139337298217
138,152.0,8.0,0,0.00693206,251.448088360238
139,156.0,8.0,0,0.0069044,251.64316057774022
140,160.0,8.0,0,0.00688515,246.40407816482593
141,164.0,8.0,0,0.00689095,229.1819881053525
142,168.0,8.0,0,0.00691605,221.26762956669495
143,172.0,8.0,0,0.0069548,208.19779099405264
144,176.0,8.0,0,0.0069863,265.21461342395924
145,180.0,8.0,0,0.007040325,250.22192013593894
146,184.0,8.0,0,0.006908033,238.74052676295673
147,188.0,8.0,0,0.006926175,216.25148683092607
148,192.0,8.0,0,0.00696765,216.61376380628712
149,196.0,8.0,0,0.0070818,230.21308411214955
150,0.0,12.0,0,0.0070047,204.0176720475788
151,4.0,12.0,0,0.006978775,201.5374681393373
152,8.0,12.0,0,0.007011775,196.82786745964313
153,12.0,12.0,0,0.007067075,196.68853016142748
154,16.0,12.0,0,0.00706595,205.29957519116397
155,20.0,12.0,0,0.007099775,223.27408666100268
156,24.0,12.0,0,0.007120533,227.34273576890405
157,28.0,12.0,0,0.00710565,232.91622769753621
158,32.0,12.0,0,0.00706605,235.7865760407817
159,36.0,12.0,0,0.00702335,218.62022090059486
160,40.0,12.0,0,0.0070087,211.26321155480036
161,44.0,12.0,0,0.0070236,203.07017841971128
162,48.0,12.0,0,0.007036175,200.3670348343246
163,52.0,12.0,0,0.00707,237.2914188615125
164,56.0,12.0,0,0.007092325,277.1976210705184
165,60.0,12.0,0,0.007106275,254.56924384027184
166,64.0,12.0,0,0.006969,222.93967714528458
167,68.0,12.0,0,0.006842875,228.1508920985557
168,72.0,12.0,0,0.006805475,244.3140186915889
169,76.0,12.0,0,0.00688304,248.0203908241292
170,80.0,12.0,0,0.0068772,256.6314358538657
171,84.0,12.0,0,0.006853625,250.44485981308412
172,88.0,12.0,0,0.006849375,252.8135938827529
173,92.0,12.0,0,0.00686915,254.402039082413
174,96.0,12.0,0,0.00687735,251.50382327952457
175,100.0,12.0,0,0.006867625,254.01189464740855
176,104.0,12.0,0,0.006843567,255.93474936278676
177,108.0,12.0,0,0.006827475,261.7590484282073
178,112.0,12.0,0,0.00680615,263.96057774001724
179,116.0,12.0,0,0.0067929,259.1952421410365
180,120.0,12.0,0,0.00678104,262.1770603228549
181,124.0,12.0,0,0.0067655,257.6903993203059
182,128.0,12.0,0,0.006739925,268.0292268479186
183,132.0,12.0,0,0.006734025,289.765845369584
184,136.0,12.0,0,0.0067614,284.7218351741717
185,140.0,12.0,0,0.00680325,226.28377230246383
186,144.0,12.0,0,0.0068113,213.43687340696692
187,148.0,12.0,0,0.006829325,219.98572642310955
188,152.0,12.0,0,0.00693265,225.86576040781642
189,156.0,12.0,0,0.0069806,227.78861512319463
190,160.0,12.0,0,0.00698858,229.5163976210706
191,164.0,12.0,0,0.00697775,226.2280373831777
192,168.0,12.0,0,0.0069722,214.99745114698385
193,172.0,12.0,0,0.0069721,236.4275276125743
194,176.0,12.0,0,0.0069865,285.11197960917593
195,180.0,12.0,0,0.00701515,237.5143585386577
196,184.0,12.0,0,0.0070072,219.95785896346638
197,188.0,12.0,0,0.006906775,228.95904842820755
198,192.0,12.0,0,0.0069323,232.86049277824964
199,196.0,12.0,0,0.007069425,221.10042480883612
200,0.0,16.0,0,0.0070223,207.9191163976211
201,4.0,16.0,0,0.007014475,194.26406117247234
202,8.0,16.0,0,0.00699145,191.53305012744272
203,12.0,16.0,0,0.007058725,199.9490229396772
204,16.0,16.0,0,0.0070361,209.84197111299932
205,20.0,16.0,0,0.007084325,218.98249787595591
206,24.0,16.0,0,0.0071051,219.67918436703485
207,28.0,16.0,0,0.007080533,220.84961767204754
208,32.0,16.0,0,0.00705395,210.3993203058626
209,36.0,16.0,0,0.007033175,209.9534409515718
210,40.0,16.0,0,0.00702176,204.43568394222598
211,44.0,16.0,0,0.007022125,237.9045029736617
212,48.0,16.0,0,0.007047225,279.87289719626165
213,52.0,16.0,0,0.007056675,254.20696686491078
214,56.0,16.0,0,0.0070546,214.96958368734067
215,60.0,16.0,0,0.00695,211.54188615123212
216,64.0,16.0,0,0.0068173,227.45420560747675
217,68.0,16.0,0,0.0068205,233.41784197111315
218,72.0,16.0,0,0.00696035,239.82735768904013
219,76.0,16.0,0,0.006990967,244.3976210705182
220,80.0,16.0,0,0.006972825,248.63347493627862
221,84.0,16.0,0,0.006932025,249.05148683092625
222,88.0,16.0,0,0.006904975,252.47918436703503
223,92.0,16.0,0,0.00690814,253.42667799490255
224,96.0,16.0,0,0.006911325,255.43313508920983
225,100.0,16.0,0,0.006898725,258.8608326253186
226,104.0,16.0,0,0.00687405,263.960577740017
227,108.0,16.0,0,0.00685345,264.54579439252325
228,112.0,16.0,0,0.0068269,264.8523364485982
229,116.0,16.0,0,0.0068075,270.0078164825827
230,120.0,16.0,0,0.00677815,263.9884451996604
231,124.0,16.0,0,0.0067324,257.2166525063724
232,128.0,16.0,0,0.006694,261.5082412914189
233,132.0,16.0,0,0.006670725,289.0412914188614
234,136.0,16.0,0,0.00669934,275.3583687340697
235,140.0,16.0,0,0.00674475,230.93763806287166
236,144.0,16.0,0,0.00680895,213.8827527612575
237,148.0,16.0,0,0.006832225,212.32217502124035
238,152.0,16.0,0,0.006866525,211.29107901444354
239,156.0,16.0,0,0.006948325,216.30722175021242
240,160.0,16.0,0,0.007015425,255.73967714528453
241,164.0,16.0,0,0.00703155,261.89838572642316
242,168.0,16.0,0,0.0070389,244.06321155480032
243,172.0,16.0,0,0.007042633,230.2688190314359
244,176.0,16.0,0,0.00698915,233.38997451146997
245,180.0,16.0,0,0.00691905,225.39201359388267
246,184.0,16.0,0,0.006928575,221.29549702633813
247,188.0,16.0,0,0.00702576,227.67714528462193
248,192.0,16.0,0,0.0070201,232.88836023789304
249,196.0,16.0,0,0.007025175,237.73729821580287
250,0.0,20.0,0,0.00698305,263.48683092608326
251,4.0,20.0,0,0.006981225,246.26474086661005
252,8.0,20.0,0,0.006990375,215.52693288020396
253,12.0,20.0,0,0.006983375,210.4829226847919
254,16.0,20.0,0,0.006957633,196.07544604927784
255,20.0,20.0,0,0.0068254,191.5609175870859
256,24.0,20.0,0,0.006801975,206.49787595581984
257,28.0,20.0,0,0.0068886,211.40254885301624
258,32.0,20.0,0,0.0069877,217.5055225148683
259,36.0,20.0,0,0.00704672,202.84723874256588
260,40.0,20.0,0,0.00707055,203.73899745114704
261,44.0,20.0,0,0.007062275,232.08020390824117
262,48.0,20.0,0,0.00704385,280.2630416312659
263,52.0,20.0,0,0.0070424,267.8062871707732
264,56.0,20.0,0,0.007052275,228.7639762107051
265,60.0,20.0,0,0.00703785,207.66830926083276
266,64.0,20.0,0,0.006922925,216.92030586236206
267,68.0,20.0,0,0.006814833,225.22480883602384
268,72.0,20.0,0,0.006816475,229.7114698385726
269,76.0,20.0,0,0.006890975,229.48853016142743
270,80.0,20.0,0,0.006985325,234.61614273576902
271,84.0,20.0,0,0.00703496,233.13916737468162
272,88.0,20.0,0,0.0070484,239.04706881903144
273,92.0,20.0,0,0.007041875,242.92064570943057
274,96.0,20.0,0,0.007000225,247.54664401019545
275,100.0,20.0,0,0.0069776,251.47595581988116
276,104.0,20.0,0,0.006964725,253.73322005097702
277,108.0,20.0,0,0.006952025,258.5542905692439
278,112.0,20.0,0,0.006937467,261.22956669498717
279,116.0,20.0,0,0.00692005,265.82769753610864
280,120.0,20.0,0,0.006891175,277.44842820730673
281,124.0,20.0,0,0.0068608,281.99082412914186
282,128.0,20.0,0,0.006822175,277.53203058623626
283,132.0,20.0,0,0.0067797,270.7881053525912
284,136.0,20.0,0,0.006691675,274.2436703483436
285,140.0,20.0,0,0.0066234,260.64435004248116
286,144.0,20.0,0,0.00665385,255.32166525063712
287,148.0,20.0,0,0.006715625,289.2642310960068
288,152.0,20.0,0,0.006753867,284.86117247238735
289,156.0,20.0,0,0.0067755,282.1858963466441
290,160.0,20.0,0,0.00679485,268.72591333899754
291,164.0,20.0,0,0.006829775,255.73967714528476
292,168.0,20.0,0,0.00687474,259.6689889549705
293,172.0,20.0,0,0.00692585,229.5163976210706
294,176.0,20.0,0,0.0069529,221.60203908241283
295,180.0,20.0,0,0.0069422,233.38997451146997
296,184.0,20.0,0,0.00690015,222.32659303313517
297,188.0,20.0,0,0.006915975,229.54426508071379
298,192.0,20.0,0,0.006998,244.56482582837725
299,196.0,20.0,0,0.007032575,243.67306711979631
300,0.0,24.0,0,0.00699715,289.23636363636365
301,4.0,24.0,0,0.00697435,270.09141886151224
302,8.0,24.0,0,0.006971625,240.46830926083248
303,12.0,24.0,0,0.00698492,221.37909940526765
304,16.0,24.0,0,0.0069938,212.740186915888
305,20.0,24.0,0,0.006868075,215.02531860662702
306,24.0,24.0,0,0.006752125,220.76601529311802
307,28.0,24.0,0,0.00680045,218.20220900594745
308,32.0,24.0,0,0.006852525,249.66457094307566
309,36.0,24.0,0,0.006917725,290.35106202209
310,40.0,24.0,0,0.00697635,277.9221750212405
311,44.0,24.0,0,0.0069988,248.82854715378085
312,48.0,24.0,0,0.0069911,221.99218351741706
313,52.0,24.0,0,0.0069706,211.37468139337307
314,56.0,24.0,0,0.00691995,215.33186066270173
315,60.0,24.0,0,0.006863275,221.82497875955823
316,64.0,24.0,0,0.0068191,225.8100254885303
317,68.0,24.0,0,0.006848875,228.234494477485
318,72.0,24.0,0,0.0069291,227.73288020390828
319,76.0,24.0,0,0.007000575,228.84757858963485
320,80.0,24.0,0,0.0070439,226.8689889549703
321,84.0,24.0,0,0.0070627,222.66100254885305
322,88.0,24.0,0,0.007069425,227.76074766355146
323,92.0,24.0,0,0.0070658,236.12098555649936
324,96.0,24.0,0,0.007054175,241.69447748513176
325,100.0,24.0,0,0.007038933,246.59915038232816
326,104.0,24.0,0,0.0070213,254.23483432455419
327,108.0,24.0,0,0.007001025,255.04299065420582
328,112.0,24.0,0,0.00698585,257.1887850467292
329,116.0,24.0,0,0.00697114,261.14596431605787
330,120.0,24.0,0,0.00694915,271.8749362786748
331,124.0,24.0,0,0.0069248,272.48802039082443
332,128.0,24.0,0,0.006891025,263.0688190314361
333,132.0,24.0,0,0.00685785,259.6689889549705
334,136.0,24.0,0,0.006806175,264.5457943925235
335,140.0,24.0,0,0.006720075,271.15038232795246
336,144.0,24.0,0,0.006620075,271.48479184367034
337,148.0,24.0,0,0.006656925,267.97349192863203
338,152.0,24.0,0,0.006722767,258.1362786745965
339,156.0,24.0,0,0.006760675,258.38708581138485
340,160.0,24.0,0,0.0067863,264.4343245539508
341,164.0,24.0,0,0.0067993,289.7379779099406
342,168.0,24.0,0,0.00680646,225.6149532710283
343,172.0,24.0,0,0.00682935,229.93440951571802
344,176.0,24.0,0,0.00685245,229.3213254035686
345,180.0,24.0,0,0.006848375,224.7231945624469
346,184.0,24.0,0,0.006887833,234.47680543755314
347,188.0,24.0,0,0.0068623,240.35683942226
348,192.0,24.0,0,0.006948425,236.62259983007652
349,196.0,24.0,0,0.0070087,237.09634664401028
350,0.0,28.0,0,0.0069835,276.50093457943944
351,4.0,28.0,0,0.006981075,275.4419711129992
352,8.0,28.0,0,0.0070055,282.43670348343244
353,12.0,28.0,0,0.0070306,291.80016992353444
354,16.0,28.0,0,0.007064725,293.63942225998335
355,20.0,28.0,0,0.007049275,288.70688190314377
356,24.0,28.0,0,0.006788275,283.3284621920134
357,28.0,28.0,0,0.006700333,279.87289719626165
358,32.0,28.0,0,0.00670235,249.88751062022084
359,36.0,28.0,0,0.006719,225.41988105352607
360,40.0,28.0,0,0.0067456,205.0766355140188
361,44.0,28.0,0,0.00676986,202.26202209005965
362,48.0,28.0,0,0.00678415,206.91588785046724
363,52.0,28.0,0,0.00679195,200.75717926932884
364,56.0,28.0,0,0.006806175,198.8064570943077
365,60.0,28.0,0,0.00684055,195.40662701784208
366,64.0,28.0,0,0.00692025,198.3605777400171
367,68.0,28.0,0,0.0069956,204.32421410365328
368,72.0,28.0,0,0.007049475,211.65335598980482
369,76.0,28.0,0,0.0071065,214.57943925233644
370,80.0,28.0,0,0.007142033,217.11537807986406
371,84.0,28.0,0,0.0071488,214.16142735768904
372,88.0,28.0,0,0.0071336,211.8484282073066
373,92.0,28.0,0,0.0071053,212.51724723874258
374,96.0,28.0,0,0.00707286,216.78096856414618
375,100.0,28.0,0,0.00704395,222.68887000849622
376,104.0,28.0,0,0.007017625,231.2441801189466
377,108.0,28.0,0,0.00698565,241.66661002548858
378,112.0,28.0,0,0.00695575,248.85641461342402
379,116.0,28.0,0,0.0069491,255.57247238742593
380,120.0,28.0,0,0.00694875,257.55106202209004
381,124.0,28.0,0,0.006946675,261.9541206457095
382,128.0,28.0,0,0.00693615,261.2295666949874
383,132.0,28.0,0,0.00693985,258.5264231096007
384,136.0,28.0,0,0.006932333,225.8936278674596
385,140.0,28.0,0,0.006917425,230.77043330501283
386,144.0,28.0,0,0.006886475,241.6387425658454
387,148.0,28.0,0,0.00682395,243.00424808836033
388,152.0,28.0,0,0.00669744,245.1221750212403
389,156.0,28.0,0,0.00663725,268.5308411214953
390,160.0,28.0,0,0.0067327,290.7690739167376
391,164.0,28.0,0,0.006815425,231.80152931180987
392,168.0,28.0,0,0.00686245,225.61495327102807
393,172.0,28.0,0,0.0068773,227.14766355140182
394,176.0,28.0,0,0.006897375,232.55395072217516
395,180.0,28.0,0,0.006908525,226.14443500424795
396,184.0,28.0,0,0.00688265,236.4553950722177
397,188.0,28.0,0,0.0068316,237.29141886151228
398,192.0,28.0,0,0.006914925,229.37706032285473
399,196.0,28.0,0,0.006993575,217.1711129991504
400,0.0,32.0,0,0.007000325,288.14953271028025
401,4.0,32.0,0,0.0069894,286.4774851316911
402,8.0,32.0,0,0.0069927,277.75497026338167
403,12.0,32.0,0,0.007024025,264.2671197960917
404,16.0,32.0,0,0.007063975,254.03976210705196
405,20.0,32.0,0,0.007078225,241.19286321155505
406,24.0,32.0,0,0.007056725,202.23415463041647
407,28.0,32.0,0,0.006761225,189.4429906542057
408,32.0,32.0,0,0.0067456,184.2039082412914
409,36.0,32.0,0,0.0067567,188.41189464740864
410,40.0,32.0,0,0.006769875,174.58963466440105
411,44.0,32.0,0,0.00679375,171.99796091758708
412,48.0,32.0,0,0.00683976,175.7322005097708
413,52.0,32.0,0,0.006892375,171.30127442650814
414,56.0,32.0,0,0.006966075,183.5350892098554
415,60.0,32.0,0,0.007048325,189.69379779099404
416,64.0,32.0,0,0.0071251,198.22124044180123
417,68.0,32.0,0,0.00718825,200.31129991503826
418,72.0,32.0,0,0.00722455,217.92353440951592
419,76.0,32.0,0,0.0072273,232.3031435853868
420,80.0,32.0,0,0.0072208,228.9869158878505
421,84.0,32.0,0,0.007218667,227.5099405267631
422,88.0,32.0,0,0.0072022,221.3233644859813
423,92.0,32.0,0,0.0071502,220.65454545454554
424,96.0,32.0,0,0.007071275,222.298725573492
425,100.0,32.0,0,0.00701074,225.83789294817325
426,104.0,32.0,0,0.006938775,225.67068819031465
427,108.0,32.0,0,0.006892125,234.92268479184372
428,112.0,32.0,0,0.0068716,246.6270178419711
429,116.0,32.0,0,0.006869675,255.265930331351
430,120.0,32.0,0,0.0068683,263.40322854715396
431,124.0,32.0,0,0.006869975,260.30994052676306
432,128.0,32.0,0,0.00686945,260.44927782497894
433,132.0,32.0,0,0.006880767,222.8282073067121
434,136.0,32.0,0,0.006890075,271.1225148683095
435,140.0,32.0,0,0.0069087,287.7872557349192
436,144.0,32.0,0,0.00691865,257.74613423959227
437,148.0,32.0,0,0.00688932,245.20577740017006
438,152.0,32.0,0,0.006780925,237.1520815632964
439,156.0,32.0,0,0.006665725,225.2805437553102
440,160.0,32.0,0,0.0067115,228.34596431605792
441,164.0,32.0,0,0.006789225,219.70705182667803
442,168.0,32.0,0,0.006768575,233.97519116397643
443,172.0,32.0,0,0.0067869,228.26236193712816
444,176.0,32.0,0,0.006873775,229.04265080713662
445,180.0,32.0,0,0.00695195,240.24536958368753
446,184.0,32.0,0,0.0069914,235.70297366185218
447,188.0,32.0,0,0.00701125,218.50875106202216
448,192.0,32.0,0,0.007008975,205.24384027187762
449,196.0,32.0,0,0.007009275,208.72727272727275
450,0.0,36.0,0,0.00699605,255.07085811384877
451,4.0,36.0,0,0.006997225,260.7836873406968
452,8.0,36.0,0,0.0070232,242.3075615972814
453,12.0,36.0,0,0.007063675,216.69736618521688
454,16.0,36.0,0,0.007067175,203.71112999150387
455,20.0,36.0,0,0.007046275,195.32302463891256
456,24.0,36.0,0,0.007022067,199.47527612574368
457,28.0,36.0,0,0.007023725,197.162276975361
458,32.0,36.0,0,0.0068547,191.1429056924385
459,36.0,36.0,0,0.006789775,185.84808836023785
460,40.0,36.0,0,0.00681318,180.24672897196274
461,44.0,36.0,0,0.00683685,185.09566694987257
462,48.0,36.0,0,0.006895425,183.70229396771447
463,52.0,36.0,0,0.00695265,171.9700934579439
464,56.0,36.0,0,0.007027275,169.07187765505546
465,60.0,36.0,0,0.00708455,161.96567544604932
466,64.0,36.0,0,0.007126575,160.7116397621071
467,68.0,36.0,0,0.00713695,164.83602378929504
468,72.0,36.0,0,0.0071338,169.51775700934581
469,76.0,36.0,0,0.007135767,193.76244689889563
470,80.0,36.0,0,0.007165475,221.40696686491083
471,84.0,36.0,0,0.007232925,250.75140186915905
472,88.0,36.0,0,0.00725015,272.12574341546315
473,92.0,36.0,0,0.00721758,257.7182667799493
474,96.0,36.0,0,0.0072039,253.09226847918444
475,100.0,36.0,0,0.007206175,246.48768054375523
476,104.0,36.0,0,0.00720195,240.74698385726424
477,108.0,36.0,0,0.007185975,231.8851316907394
478,112.0,36.0,0,0.0071184,228.5689039932031
479,116.0,36.0,0,0.00701785,228.54103653355992
480,120.0,36.0,0,0.006894325,235.64723874256606
481,124.0,36.0,0,0.00680605,248.63347493627862
482,128.0,36.0,0,0.0067838,257.9133389974511
483,132.0,36.0,0,0.006784333,259.8083262531859
484,136.0,36.0,0,0.00677505,254.68071367884454
485,140.0,36.0,0,0.00676825,227.64927782497875
486,144.0,36.0,0,0.0067769,280.2351741716227
487,148.0,36.0,0,0.00680066,236.03738317757006
488,152.0,36.0,0,0.00684725,216.50229396771465
489,156.0,36.0,0,0.006909225,210.76159728122366
490,160.0,36.0,0,0.00692445,203.3488530161428
491,164.0,36.0,0,0.006864925,199.47527612574345
492,168.0,36.0,0,0.006761975,209.6468988954971
493,172.0,36.0,0,0.00672935,230.2688190314359
494,176.0,36.0,0,0.006785025,223.8871707731521
495,180.0,36.0,0,0.006753925,227.09192863211547
496,184.0,36.0,0,0.006912275,237.65369583687334
497,188.0,36.0,0,0.007028267,230.798300764656
498,192.0,36.0,0,0.0070718,207.97485131690746
499,196.0,36.0,0,0.007088025,202.4013593882753
500,0.0,40.0,0,0.007046675,208.69940526762957
501,4.0,40.0,0,0.007031425,209.14528462192038
502,8.0,40.0,0,0.007024425,209.11741716227698
503,12.0,40.0,0,0.0070207,205.88479184367043
504,16.0,40.0,0,0.007050025,200.95225148683107
505,20.0,40.0,0,0.007089025,205.9126593033136
506,24.0,40.0,0,0.007073,202.76363636363635
507,28.0,40.0,0,0.00702305,185.98742565845373
508,32.0,40.0,0,0.0069947,195.7131690739168
509,36.0,40.0,0,0.0069254,220.9053525913339
510,40.0,40.0,0,0.0069198,218.39728122344945
511,44.0,40.0,0,0.006967275,172.33237043330496
512,48.0,40.0,0,0.00702216,152.23993203058626
513,52.0,40.0,0,0.0070799,178.10093457943913
514,56.0,40.0,0,0.00712035,188.63483432455405
515,60.0,40.0,0,0.00711225,198.0540356839424
516,64.0,40.0,0,0.007086525,193.40016992353435
517,68.0,40.0,0,0.0070938,184.37111299915023
518,72.0,40.0,0,0.0071257,158.3707731520817
519,76.0,40.0,0,0.00709005,174.72897196261692
520,80.0,40.0,0,0.007113775,193.84604927782493
521,84.0,40.0,0,0.007242333,214.8581138487682
522,88.0,40.0,0,0.007325725,241.02565845369577
523,92.0,40.0,0,0.00727715,274.68954970263394
524,96.0,40.0,0,0.007163425,266.1342395921838
525,100.0,40.0,0,0.00709726,281.3220050977061
526,104.0,40.0,0,0.007106675,287.20203908241297
527,108.0,40.0,0,0.0071654,262.42786745964304
528,112.0,40.0,0,0.00725725,244.36975361087525
529,116.0,40.0,0,0.007262575,234.05879354290573
530,120.0,40.0,0,0.0071781,229.5163976210706
531,124.0,40.0,0,0.00706425,242.47476635514022
532,128.0,40.0,0,0.00695365,246.06966864910805
533,132.0,40.0,0,0.006857467,252.36771452846233
534,136.0,40.0,0,0.0067817,244.0074766355142
535,140.0,40.0,0,0.006711375,257.55106202209026
