,Ancho_espectral,Potencia,Theta2,Theta1,Theta3,Clases
304,277.9221750212405,6.8191,24.0,40.0,0,1
305,248.82854715378085,6.848875,24.0,44.0,0,1
306,221.99218351741703,6.9291,24.0,48.0,0,2
307,211.37468139337307,7.000575,24.0,52.0,0,2
308,215.33186066270173,7.0439,24.0,56.0,0,2
309,221.82497875955823,7.0626999999999995,24.0,60.0,0,1
310,225.8100254885303,7.069425,24.0,64.0,0,1
311,228.234494477485,7.065799999999999,24.0,68.0,0,1
312,227.73288020390828,7.054175,24.0,72.0,0,1
313,228.84757858963485,7.038933,24.0,76.0,0,1
314,226.8689889549703,7.0213,24.0,80.0,0,1
315,222.66100254885305,7.001025,24.0,84.0,0,1
316,227.76074766355143,6.98585,24.0,88.0,0,1
317,236.12098555649936,6.97114,24.0,92.0,0,1
318,241.69447748513176,6.94915,24.0,96.0,0,1
319,246.59915038232816,6.9248,24.0,100.0,0,1
320,254.23483432455416,6.891025,24.0,104.0,0,1
321,255.04299065420585,6.85785,24.0,108.0,0,1
322,257.1887850467292,6.8061750000000005,24.0,112.0,0,1
323,261.14596431605787,6.720075,24.0,116.0,0,1
324,271.8749362786748,6.620075,24.0,120.0,0,1
325,272.48802039082443,6.656925,24.0,124.0,0,1
326,263.0688190314361,6.722767,24.0,128.0,0,1
327,259.6689889549705,6.760675,24.0,132.0,0,1
328,264.5457943925235,6.786300000000001,24.0,136.0,0,1
329,271.15038232795246,6.799300000000001,24.0,140.0,0,1
330,271.48479184367034,6.80646,24.0,144.0,0,1
331,267.97349192863203,6.82935,24.0,148.0,0,1
332,258.1362786745965,6.85245,24.0,152.0,0,1
333,258.38708581138485,6.848375,24.0,156.0,0,1
334,264.4343245539508,6.8878330000000005,24.0,160.0,0,1
335,289.7379779099406,6.8623,24.0,164.0,0,1
336,225.6149532710283,6.948425,24.0,168.0,0,1
337,229.934409515718,7.008699999999999,24.0,172.0,0,1
338,229.3213254035686,7.00502,24.0,176.0,0,1
339,224.7231945624469,6.9981,24.0,180.0,0,1
340,234.47680543755317,6.9835,24.0,184.0,0,1
341,240.35683942226,6.981075,24.0,188.0,0,1
342,236.62259983007647,7.0055,24.0,192.0,0,1
343,276.50093457943944,6.7003330000000005,28.0,0.0,0,1
344,275.4419711129992,6.70235,28.0,4.0,0,1
345,282.43670348343244,6.719,28.0,8.0,0,1
346,291.80016992353444,6.7456,28.0,12.0,0,1
347,293.63942225998335,6.7698599999999995,28.0,16.0,0,1
348,288.70688190314377,6.78415,28.0,20.0,0,1
349,283.3284621920134,6.79195,28.0,24.0,0,1
350,279.87289719626165,6.8061750000000005,28.0,28.0,0,1
351,249.88751062022084,6.84055,28.0,32.0,0,1
352,225.41988105352607,6.92025,28.0,36.0,0,2
353,205.0766355140188,6.9956000000000005,28.0,40.0,0,2
354,202.26202209005965,7.049475,28.0,44.0,0,2
355,206.91588785046724,7.1065,28.0,48.0,0,2
356,200.75717926932884,7.142033,28.0,52.0,0,2
357,198.8064570943077,7.1488000000000005,28.0,56.0,0,2
358,195.40662701784208,7.1336,28.0,60.0,0,2
359,198.3605777400171,7.1053,28.0,64.0,0,2
360,204.32421410365328,7.07286,28.0,68.0,0,2
361,211.6533559898048,7.043950000000001,28.0,72.0,0,2
362,214.57943925233644,7.017625000000001,28.0,76.0,0,2
363,217.1153780798641,6.985650000000001,28.0,80.0,0,2
364,214.16142735768904,6.95575,28.0,84.0,0,2
365,211.8484282073066,6.9491,28.0,88.0,0,2
366,212.51724723874256,6.94875,28.0,92.0,0,2
367,216.78096856414615,6.946675,28.0,96.0,0,2
368,222.68887000849625,6.9361500000000005,28.0,100.0,0,2
369,231.2441801189466,6.93985,28.0,104.0,0,1
370,241.66661002548855,6.932333,28.0,108.0,0,1
371,248.856414613424,6.917425,28.0,112.0,0,1
372,255.57247238742596,6.886475000000001,28.0,116.0,0,1
373,257.55106202209004,6.82395,28.0,120.0,0,1
374,261.9541206457095,6.697439999999999,28.0,124.0,0,1
375,261.2295666949874,6.63725,28.0,128.0,0,2
376,258.5264231096007,6.7327,28.0,132.0,0,1
377,225.8936278674596,6.815425,28.0,136.0,0,2
378,230.77043330501283,6.86245,28.0,140.0,0,2
379,241.6387425658454,6.8773,28.0,144.0,0,1
380,243.00424808836036,6.897375,28.0,148.0,0,1
381,245.1221750212403,6.908525,28.0,152.0,0,1
382,268.5308411214953,6.88265,28.0,156.0,0,1
383,290.7690739167376,6.8316,28.0,160.0,0,1
384,231.80152931180987,6.914924999999999,28.0,164.0,0,1
385,225.61495327102807,6.993575,28.0,168.0,0,1
386,227.14766355140185,7.0026,28.0,172.0,0,1
387,232.5539507221752,7.0026,28.0,176.0,0,1
388,226.14443500424795,7.000325,28.0,180.0,0,1
389,236.4553950722177,6.9894,28.0,184.0,0,1
390,237.29141886151228,6.9927,28.0,188.0,0,1
391,229.37706032285476,7.024025,28.0,192.0,0,1
392,288.14953271028025,6.7456,32.0,0.0,0,1
393,286.4774851316911,6.7567,32.0,4.0,0,1
394,277.75497026338167,6.769875,32.0,8.0,0,1
395,264.2671197960917,6.79375,32.0,12.0,0,1
396,254.039762107052,6.83976,32.0,16.0,0,1
397,241.19286321155505,6.892375,32.0,20.0,0,1
398,202.23415463041647,6.966075,32.0,24.0,0,2
399,189.4429906542057,7.048325,32.0,28.0,0,2
400,184.2039082412914,7.1251,32.0,32.0,0,2
401,188.41189464740864,7.18825,32.0,36.0,0,2
402,174.58963466440105,7.22455,32.0,40.0,0,2
403,171.99796091758708,7.2273,32.0,44.0,0,2
404,175.7322005097708,7.2208000000000006,32.0,48.0,0,2
405,171.30127442650814,7.218667,32.0,52.0,0,2
406,183.5350892098554,7.2021999999999995,32.0,56.0,0,2
407,189.69379779099404,7.1502,32.0,60.0,0,2
408,198.22124044180123,7.071275,32.0,64.0,0,2
409,200.31129991503823,7.010739999999999,32.0,68.0,0,2
410,217.92353440951592,6.938775000000001,32.0,72.0,0,2
411,232.3031435853868,6.892125,32.0,76.0,0,1
412,228.9869158878505,6.8716,32.0,80.0,0,2
413,227.5099405267631,6.869675,32.0,84.0,0,2
414,221.3233644859813,6.8683,32.0,88.0,0,2
415,220.65454545454557,6.869975,32.0,92.0,0,2
416,222.298725573492,6.86945,32.0,96.0,0,2
417,225.83789294817325,6.8807670000000005,32.0,100.0,0,2
418,225.67068819031465,6.8900749999999995,32.0,104.0,0,2
419,234.9226847918437,6.9087000000000005,32.0,108.0,0,1
420,246.6270178419711,6.91865,32.0,112.0,0,1
421,255.265930331351,6.88932,32.0,116.0,0,1
422,263.403228547154,6.780925,32.0,120.0,0,1
423,260.30994052676306,6.665725,32.0,124.0,0,2
424,260.44927782497894,6.7115,32.0,128.0,0,1
425,222.8282073067121,6.789225,32.0,132.0,0,2
426,271.1225148683095,6.768574999999999,32.0,136.0,0,1
427,287.7872557349192,6.7869,32.0,140.0,0,1
428,257.74613423959227,6.873775,32.0,144.0,0,1
429,245.2057774001701,6.95195,32.0,148.0,0,1
430,237.1520815632964,6.9914,32.0,152.0,0,1
431,225.2805437553102,7.01125,32.0,156.0,0,1
432,228.34596431605792,7.0089749999999995,32.0,160.0,0,1
433,219.70705182667805,7.009275,32.0,164.0,0,1
434,233.97519116397643,7.00048,32.0,168.0,0,1
435,228.26236193712816,7.001925,32.0,172.0,0,1
436,229.04265080713665,6.99605,32.0,176.0,0,1
437,240.24536958368756,6.997225,32.0,180.0,0,1
438,235.70297366185216,7.0232,32.0,184.0,0,1
439,218.50875106202216,7.063675,32.0,188.0,0,1
440,205.2438402718776,7.067175,32.0,192.0,0,2
441,255.0708581138488,6.789775,36.0,0.0,0,1
442,260.7836873406968,6.81318,36.0,4.0,0,1
443,242.3075615972814,6.83685,36.0,8.0,0,2
444,216.69736618521688,6.895425,36.0,12.0,0,2
445,203.71112999150387,6.95265,36.0,16.0,0,2
446,195.32302463891256,7.027275,36.0,20.0,0,2
447,199.47527612574368,7.08455,36.0,24.0,0,2
448,197.162276975361,7.126575,36.0,28.0,0,2
449,191.1429056924385,7.136950000000001,36.0,32.0,0,2
450,185.84808836023785,7.1338,36.0,36.0,0,2
451,180.24672897196277,7.135767,36.0,40.0,0,2
452,185.09566694987257,7.165475,36.0,44.0,0,2
453,183.70229396771447,7.232925000000001,36.0,48.0,0,2
454,171.9700934579439,7.2501500000000005,36.0,52.0,0,2
455,169.07187765505546,7.217580000000001,36.0,56.0,0,2
456,161.96567544604932,7.2039,36.0,60.0,0,2
457,160.7116397621071,7.206175,36.0,64.0,0,2
458,164.83602378929504,7.20195,36.0,68.0,0,2
459,169.5177570093458,7.185975,36.0,72.0,0,2
460,193.76244689889563,7.1184,36.0,76.0,0,2
461,221.40696686491083,7.01785,36.0,80.0,0,1
462,250.75140186915905,6.894324999999999,36.0,84.0,0,1
463,272.12574341546315,6.80605,36.0,88.0,0,1
464,257.7182667799493,6.7838,36.0,92.0,0,1
465,253.09226847918444,6.784333,36.0,96.0,0,1
466,246.48768054375523,6.77505,36.0,100.0,0,2
467,240.74698385726424,6.76825,36.0,104.0,0,2
468,231.8851316907394,6.7768999999999995,36.0,108.0,0,2
469,228.5689039932031,6.80066,36.0,112.0,0,2
470,228.54103653355992,6.84725,36.0,116.0,0,2
471,235.6472387425661,6.909225,36.0,120.0,0,1
472,248.63347493627865,6.92445,36.0,124.0,0,1
473,257.9133389974511,6.864925,36.0,128.0,0,1
474,259.8083262531859,6.761975,36.0,132.0,0,1
475,254.6807136788445,6.72935,36.0,136.0,0,2
476,227.64927782497875,6.785025,36.0,140.0,0,2
477,280.2351741716227,6.753925,36.0,144.0,0,1
478,236.0373831775701,6.912275,36.0,148.0,0,1
479,216.50229396771465,7.0282670000000005,36.0,152.0,0,1
480,210.7615972812237,7.0718,36.0,156.0,0,1
481,203.3488530161428,7.088025,36.0,160.0,0,2
482,199.47527612574345,7.083,36.0,164.0,0,2
483,209.6468988954971,7.074875,36.0,168.0,0,1
484,230.2688190314359,7.046675,36.0,172.0,0,1
485,223.8871707731521,7.031425,36.0,176.0,0,1
486,227.09192863211547,7.024425,36.0,180.0,0,1
487,237.6536958368733,7.020700000000001,36.0,184.0,0,1
488,230.798300764656,7.050025,36.0,188.0,0,1
489,207.97485131690743,7.0890249999999995,36.0,192.0,0,2
490,208.6994052676296,6.9198,40.0,0.0,0,2
491,209.1452846219204,6.967275,40.0,4.0,0,2
492,209.11741716227695,7.02216,40.0,8.0,0,2
493,205.88479184367043,7.0799,40.0,12.0,0,2
494,200.95225148683107,7.12035,40.0,16.0,0,2
495,205.9126593033136,7.1122499999999995,40.0,20.0,0,2
496,202.76363636363635,7.086525,40.0,24.0,0,2
497,185.98742565845373,7.0938,40.0,28.0,0,2
498,195.7131690739168,7.125699999999999,40.0,32.0,0,2
499,220.9053525913339,7.09005,40.0,36.0,0,1
500,218.39728122344945,7.113775,40.0,40.0,0,1
