1521.500000,9.3390E-008,1521.500000,9.3390E-008,1521.500000,9.3390E-008
1521.550000,8.1860E-008,1521.550000,8.1860E-008,1521.550000,8.1860E-008
1521.600000,6.4080E-008,1521.600000,6.4080E-008,1521.600000,6.4080E-008
1521.650000,8.2330E-008,1521.650000,8.2330E-008,1521.650000,8.2330E-008
1521.700000,1.0740E-007,1521.700000,1.0740E-007,1521.700000,1.0740E-007
1521.750000,5.8070E-008,1521.750000,5.8070E-008,1521.750000,5.8070E-008
1521.800000,1.2070E-007,1521.800000,1.2070E-007,1521.800000,1.2070E-007
1521.850000,1.0640E-007,1521.850000,1.0640E-007,1521.850000,1.0640E-007
1521.900000,8.7970E-008,1521.900000,8.7970E-008,1521.900000,8.7970E-008
1521.950000,1.1700E-007,1521.950000,1.1700E-007,1521.950000,1.1700E-007
1522.000000,6.8220E-008,1522.000000,6.8220E-008,1522.000000,6.8220E-008
1522.050000,4.9450E-008,1522.050000,4.9450E-008,1522.050000,4.9450E-008
1522.100000,8.6060E-008,1522.100000,8.6060E-008,1522.100000,8.6060E-008
1522.150000,8.7520E-008,1522.150000,8.7520E-008,1522.150000,8.7520E-008
1522.200000,5.1030E-008,1522.200000,5.1030E-008,1522.200000,5.1030E-008
1522.250000,8.1570E-008,1522.250000,8.1570E-008,1522.250000,8.1570E-008
1522.300000,1.2250E-007,1522.300000,1.2250E-007,1522.300000,1.2250E-007
1522.350000,9.9980E-008,1522.350000,9.9980E-008,1522.350000,9.9980E-008
1522.400000,5.9640E-008,1522.400000,5.9640E-008,1522.400000,5.9640E-008
1522.450000,7.6720E-008,1522.450000,7.6720E-008,1522.450000,7.6720E-008
1522.500000,3.2980E-008,1522.500000,3.2980E-008,1522.500000,3.2980E-008
1522.550000,5.3990E-008,1522.550000,5.3990E-008,1522.550000,5.3990E-008
1522.600000,8.1630E-008,1522.600000,8.1630E-008,1522.600000,8.1630E-008
1522.650000,4.5640E-008,1522.650000,4.5640E-008,1522.650000,4.5640E-008
1522.700000,6.6420E-008,1522.700000,6.6420E-008,1522.700000,6.6420E-008
1522.750000,5.8450E-008,1522.750000,5.8450E-008,1522.750000,5.8450E-008
1522.800000,8.8850E-008,1522.800000,8.8850E-008,1522.800000,8.8850E-008
1522.850000,9.6750E-008,1522.850000,9.6750E-008,1522.850000,9.6750E-008
1522.900000,1.1260E-007,1522.900000,1.1260E-007,1522.900000,1.1260E-007
1522.950000,3.0800E-008,1522.950000,3.0800E-008,1522.950000,3.0800E-008
1523.000000,1.0830E-007,1523.000000,1.0830E-007,1523.000000,1.0830E-007
1523.050000,1.0070E-007,1523.050000,1.0070E-007,1523.050000,1.0070E-007
1523.100000,3.8710E-008,1523.100000,3.8710E-008,1523.100000,3.8710E-008
1523.150000,8.5270E-008,1523.150000,8.5270E-008,1523.150000,8.5270E-008
1523.200000,1.0540E-007,1523.200000,1.0540E-007,1523.200000,1.0540E-007
1523.250000,4.0030E-008,1523.250000,4.0030E-008,1523.250000,4.0030E-008
1523.300000,2.4610E-008,1523.300000,2.4610E-008,1523.300000,2.4610E-008
1523.350000,6.0220E-008,1523.350000,6.0220E-008,1523.350000,6.0220E-008
1523.400000,5.4430E-008,1523.400000,5.4430E-008,1523.400000,5.4430E-008
1523.450000,4.9550E-008,1523.450000,4.9550E-008,1523.450000,4.9550E-008
1523.500000,6.2360E-008,1523.500000,6.2360E-008,1523.500000,6.2360E-008
1523.550000,4.2530E-008,1523.550000,4.2530E-008,1523.550000,4.2530E-008
1523.600000,8.4160E-008,1523.600000,8.4160E-008,1523.600000,8.4160E-008
1523.650000,2.1070E-008,1523.650000,2.1070E-008,1523.650000,2.1070E-008
1523.700000,4.1430E-008,1523.700000,4.1430E-008,1523.700000,4.1430E-008
1523.750000,2.5620E-008,1523.750000,2.5620E-008,1523.750000,2.5620E-008
1523.800000,8.2600E-008,1523.800000,8.2600E-008,1523.800000,8.2600E-008
1523.850000,2.9620E-008,1523.850000,2.9620E-008,1523.850000,2.9620E-008
1523.900000,6.2800E-008,1523.900000,6.2800E-008,1523.900000,6.2800E-008
1523.950000,2.3000E-008,1523.950000,2.3000E-008,1523.950000,2.3000E-008
1524.000000,7.1370E-008,1524.000000,7.1370E-008,1524.000000,7.1370E-008
1524.050000,5.6600E-008,1524.050000,5.6600E-008,1524.050000,5.6600E-008
1524.100000,2.7160E-008,1524.100000,2.7160E-008,1524.100000,2.7160E-008
1524.150000,8.0300E-008,1524.150000,8.0300E-008,1524.150000,8.0300E-008
1524.200000,5.3790E-008,1524.200000,5.3790E-008,1524.200000,5.3790E-008
1524.250000,4.9530E-008,1524.250000,4.9530E-008,1524.250000,4.9530E-008
1524.300000,9.0460E-008,1524.300000,9.0460E-008,1524.300000,9.0460E-008
1524.350000,5.2720E-008,1524.350000,5.2720E-008,1524.350000,5.2720E-008
1524.400000,4.3630E-008,1524.400000,4.3630E-008,1524.400000,4.3630E-008
1524.450000,4.1700E-008,1524.450000,4.1700E-008,1524.450000,4.1700E-008
1524.500000,9.9890E-008,1524.500000,9.9890E-008,1524.500000,9.9890E-008
1524.550000,5.2550E-008,1524.550000,5.2550E-008,1524.550000,5.2550E-008
1524.600000,2.8670E-008,1524.600000,2.8670E-008,1524.600000,2.8670E-008
1524.650000,4.3670E-008,1524.650000,4.3670E-008,1524.650000,4.3670E-008
1524.700000,7.5700E-008,1524.700000,7.5700E-008,1524.700000,7.5700E-008
1524.750000,3.4880E-008,1524.750000,3.4880E-008,1524.750000,3.4880E-008
1524.800000,5.0820E-008,1524.800000,5.0820E-008,1524.800000,5.0820E-008
1524.850000,4.1230E-008,1524.850000,4.1230E-008,1524.850000,4.1230E-008
1524.900000,9.1850E-008,1524.900000,9.1850E-008,1524.900000,9.1850E-008
1524.950000,3.0950E-008,1524.950000,3.0950E-008,1524.950000,3.0950E-008
1525.000000,6.2080E-008,1525.000000,6.2080E-008,1525.000000,6.2080E-008
1525.050000,8.0250E-008,1525.050000,8.0250E-008,1525.050000,8.0250E-008
1525.100000,2.5710E-008,1525.100000,2.5710E-008,1525.100000,2.5710E-008
1525.150000,8.3170E-008,1525.150000,8.3170E-008,1525.150000,8.3170E-008
1525.200000,6.4550E-008,1525.200000,6.4550E-008,1525.200000,6.4550E-008
1525.250000,6.7240E-008,1525.250000,6.7240E-008,1525.250000,6.7240E-008
1525.300000,6.3480E-008,1525.300000,6.3480E-008,1525.300000,6.3480E-008
1525.350000,2.6360E-008,1525.350000,2.6360E-008,1525.350000,2.6360E-008
1525.400000,3.5170E-008,1525.400000,3.5170E-008,1525.400000,3.5170E-008
1525.450000,1.0430E-007,1525.450000,1.0430E-007,1525.450000,1.0430E-007
1525.500000,1.1080E-007,1525.500000,1.1080E-007,1525.500000,1.1080E-007
1525.550000,6.4900E-008,1525.550000,6.4900E-008,1525.550000,6.4900E-008
1525.600000,5.4900E-008,1525.600000,5.4900E-008,1525.600000,5.4900E-008
1525.650000,9.9910E-008,1525.650000,9.9910E-008,1525.650000,9.9910E-008
1525.700000,8.8830E-008,1525.700000,8.8830E-008,1525.700000,8.8830E-008
1525.750000,7.8640E-008,1525.750000,7.8640E-008,1525.750000,7.8640E-008
1525.800000,3.7720E-008,1525.800000,3.7720E-008,1525.800000,3.7720E-008
1525.850000,4.4930E-008,1525.850000,4.4930E-008,1525.850000,4.4930E-008
1525.900000,8.6710E-008,1525.900000,8.6710E-008,1525.900000,8.6710E-008
1525.950000,9.3030E-008,1525.950000,9.3030E-008,1525.950000,9.3030E-008
1526.000000,7.6900E-008,1526.000000,7.6900E-008,1526.000000,7.6900E-008
1526.050000,8.5870E-008,1526.050000,8.5870E-008,1526.050000,8.5870E-008
1526.100000,9.8170E-008,1526.100000,9.8170E-008,1526.100000,9.8170E-008
1526.150000,1.1820E-007,1526.150000,1.1820E-007,1526.150000,1.1820E-007
1526.200000,6.9160E-008,1526.200000,6.9160E-008,1526.200000,6.9160E-008
1526.250000,9.7940E-008,1526.250000,9.7940E-008,1526.250000,9.7940E-008
1526.300000,7.4740E-008,1526.300000,7.4740E-008,1526.300000,7.4740E-008
1526.350000,9.3230E-008,1526.350000,9.3230E-008,1526.350000,9.3230E-008
1526.400000,8.4960E-008,1526.400000,8.4960E-008,1526.400000,8.4960E-008
1526.450000,1.1330E-007,1526.450000,1.1330E-007,1526.450000,1.1330E-007
1526.500000,1.3260E-007,1526.500000,1.3260E-007,1526.500000,1.3260E-007
1526.550000,1.4840E-007,1526.550000,1.4840E-007,1526.550000,1.4840E-007
1526.600000,1.6840E-007,1526.600000,1.6840E-007,1526.600000,1.6840E-007
1526.650000,1.0650E-007,1526.650000,1.0650E-007,1526.650000,1.0650E-007
1526.700000,1.7900E-007,1526.700000,1.7900E-007,1526.700000,1.7900E-007
1526.750000,2.1470E-007,1526.750000,2.1470E-007,1526.750000,2.1470E-007
1526.800000,1.9060E-007,1526.800000,1.9060E-007,1526.800000,1.9060E-007
1526.850000,1.5630E-007,1526.850000,1.5630E-007,1526.850000,1.5630E-007
1526.900000,2.1760E-007,1526.900000,2.1760E-007,1526.900000,2.1760E-007
1526.950000,2.6340E-007,1526.950000,2.6340E-007,1526.950000,2.6340E-007
1527.000000,2.4040E-007,1527.000000,2.4040E-007,1527.000000,2.4040E-007
1527.050000,2.6570E-007,1527.050000,2.6570E-007,1527.050000,2.6570E-007
1527.100000,2.7200E-007,1527.100000,2.7200E-007,1527.100000,2.7200E-007
1527.150000,3.5150E-007,1527.150000,3.5150E-007,1527.150000,3.5150E-007
1527.200000,3.9330E-007,1527.200000,3.9330E-007,1527.200000,3.9330E-007
1527.250000,3.4020E-007,1527.250000,3.4020E-007,1527.250000,3.4020E-007
1527.300000,4.0740E-007,1527.300000,4.0740E-007,1527.300000,4.0740E-007
1527.350000,4.3370E-007,1527.350000,4.3370E-007,1527.350000,4.3370E-007
1527.400000,3.8540E-007,1527.400000,3.8540E-007,1527.400000,3.8540E-007
1527.450000,4.6620E-007,1527.450000,4.6620E-007,1527.450000,4.6620E-007
1527.500000,4.3900E-007,1527.500000,4.3900E-007,1527.500000,4.3900E-007
1527.550000,4.4220E-007,1527.550000,4.4220E-007,1527.550000,4.4220E-007
1527.600000,5.2860E-007,1527.600000,5.2860E-007,1527.600000,5.2860E-007
1527.650000,5.3290E-007,1527.650000,5.3290E-007,1527.650000,5.3290E-007
1527.700000,4.4770E-007,1527.700000,4.4770E-007,1527.700000,4.4770E-007
1527.750000,4.8690E-007,1527.750000,4.8690E-007,1527.750000,4.8690E-007
1527.800000,4.8390E-007,1527.800000,4.8390E-007,1527.800000,4.8390E-007
1527.850000,5.3380E-007,1527.850000,5.3380E-007,1527.850000,5.3380E-007
1527.900000,4.8950E-007,1527.900000,4.8950E-007,1527.900000,4.8950E-007
1527.950000,3.9100E-007,1527.950000,3.9100E-007,1527.950000,3.9100E-007
1528.000000,4.5220E-007,1528.000000,4.5220E-007,1528.000000,4.5220E-007
1528.050000,4.5890E-007,1528.050000,4.5890E-007,1528.050000,4.5890E-007
1528.100000,4.5000E-007,1528.100000,4.5000E-007,1528.100000,4.5000E-007
1528.150000,4.3870E-007,1528.150000,4.3870E-007,1528.150000,4.3870E-007
1528.200000,3.8920E-007,1528.200000,3.8920E-007,1528.200000,3.8920E-007
1528.250000,4.0500E-007,1528.250000,4.0500E-007,1528.250000,4.0500E-007
1528.300000,3.5330E-007,1528.300000,3.5330E-007,1528.300000,3.5330E-007
1528.350000,3.7030E-007,1528.350000,3.7030E-007,1528.350000,3.7030E-007
1528.400000,3.7380E-007,1528.400000,3.7380E-007,1528.400000,3.7380E-007
1528.450000,3.6060E-007,1528.450000,3.6060E-007,1528.450000,3.6060E-007
1528.500000,3.2450E-007,1528.500000,3.2450E-007,1528.500000,3.2450E-007
1528.550000,3.8420E-007,1528.550000,3.8420E-007,1528.550000,3.8420E-007
1528.600000,3.1400E-007,1528.600000,3.1400E-007,1528.600000,3.1400E-007
1528.650000,3.3600E-007,1528.650000,3.3600E-007,1528.650000,3.3600E-007
1528.700000,3.0170E-007,1528.700000,3.0170E-007,1528.700000,3.0170E-007
1528.750000,2.8160E-007,1528.750000,2.8160E-007,1528.750000,2.8160E-007
1528.800000,2.9950E-007,1528.800000,2.9950E-007,1528.800000,2.9950E-007
1528.850000,2.9200E-007,1528.850000,2.9200E-007,1528.850000,2.9200E-007
1528.900000,2.5050E-007,1528.900000,2.5050E-007,1528.900000,2.5050E-007
1528.950000,2.2210E-007,1528.950000,2.2210E-007,1528.950000,2.2210E-007
1529.000000,2.3650E-007,1529.000000,2.3650E-007,1529.000000,2.3650E-007
1529.050000,3.2900E-007,1529.050000,3.2900E-007,1529.050000,3.2900E-007
1529.100000,3.0090E-007,1529.100000,3.0090E-007,1529.100000,3.0090E-007
1529.150000,2.1970E-007,1529.150000,2.1970E-007,1529.150000,2.1970E-007
1529.200000,2.1400E-007,1529.200000,2.1400E-007,1529.200000,2.1400E-007
1529.250000,2.5030E-007,1529.250000,2.5030E-007,1529.250000,2.5030E-007
1529.300000,2.7150E-007,1529.300000,2.7150E-007,1529.300000,2.7150E-007
1529.350000,2.6940E-007,1529.350000,2.6940E-007,1529.350000,2.6940E-007
1529.400000,2.2320E-007,1529.400000,2.2320E-007,1529.400000,2.2320E-007
1529.450000,2.5340E-007,1529.450000,2.5340E-007,1529.450000,2.5340E-007
1529.500000,2.5650E-007,1529.500000,2.5650E-007,1529.500000,2.5650E-007
1529.550000,2.5540E-007,1529.550000,2.5540E-007,1529.550000,2.5540E-007
1529.600000,2.5990E-007,1529.600000,2.5990E-007,1529.600000,2.5990E-007
1529.650000,2.2460E-007,1529.650000,2.2460E-007,1529.650000,2.2460E-007
1529.700000,2.8250E-007,1529.700000,2.8250E-007,1529.700000,2.8250E-007
1529.750000,2.4830E-007,1529.750000,2.4830E-007,1529.750000,2.4830E-007
1529.800000,2.2320E-007,1529.800000,2.2320E-007,1529.800000,2.2320E-007
1529.850000,2.4370E-007,1529.850000,2.4370E-007,1529.850000,2.4370E-007
1529.900000,2.6240E-007,1529.900000,2.6240E-007,1529.900000,2.6240E-007
1529.950000,2.6970E-007,1529.950000,2.6970E-007,1529.950000,2.6970E-007
1530.000000,2.8970E-007,1530.000000,2.8970E-007,1530.000000,2.8970E-007
1530.050000,2.7010E-007,1530.050000,2.7010E-007,1530.050000,2.7010E-007
1530.100000,3.2150E-007,1530.100000,3.2150E-007,1530.100000,3.2150E-007
1530.150000,3.0070E-007,1530.150000,3.0070E-007,1530.150000,3.0070E-007
1530.200000,2.6420E-007,1530.200000,2.6420E-007,1530.200000,2.6420E-007
1530.250000,3.2660E-007,1530.250000,3.2660E-007,1530.250000,3.2660E-007
1530.300000,2.2410E-007,1530.300000,2.2410E-007,1530.300000,2.2410E-007
1530.350000,3.1790E-007,1530.350000,3.1790E-007,1530.350000,3.1790E-007
1530.400000,3.2300E-007,1530.400000,3.2300E-007,1530.400000,3.2300E-007
1530.450000,2.7590E-007,1530.450000,2.7590E-007,1530.450000,2.7590E-007
1530.500000,2.8540E-007,1530.500000,2.8540E-007,1530.500000,2.8540E-007
1530.550000,2.7720E-007,1530.550000,2.7720E-007,1530.550000,2.7720E-007
1530.600000,2.8210E-007,1530.600000,2.8210E-007,1530.600000,2.8210E-007
1530.650000,3.2720E-007,1530.650000,3.2720E-007,1530.650000,3.2720E-007
1530.700000,2.8510E-007,1530.700000,2.8510E-007,1530.700000,2.8510E-007
1530.750000,3.4270E-007,1530.750000,3.4270E-007,1530.750000,3.4270E-007
1530.800000,3.3600E-007,1530.800000,3.3600E-007,1530.800000,3.3600E-007
1530.850000,4.1770E-007,1530.850000,4.1770E-007,1530.850000,4.1770E-007
1530.900000,4.0110E-007,1530.900000,4.0110E-007,1530.900000,4.0110E-007
1530.950000,3.8620E-007,1530.950000,3.8620E-007,1530.950000,3.8620E-007
1531.000000,3.8330E-007,1531.000000,3.8330E-007,1531.000000,3.8330E-007
1531.050000,4.1430E-007,1531.050000,4.1430E-007,1531.050000,4.1430E-007
1531.100000,3.3140E-007,1531.100000,3.3140E-007,1531.100000,3.3140E-007
1531.150000,4.0590E-007,1531.150000,4.0590E-007,1531.150000,4.0590E-007
1531.200000,4.0870E-007,1531.200000,4.0870E-007,1531.200000,4.0870E-007
1531.250000,4.2420E-007,1531.250000,4.2420E-007,1531.250000,4.2420E-007
1531.300000,4.7890E-007,1531.300000,4.7890E-007,1531.300000,4.7890E-007
1531.350000,4.3780E-007,1531.350000,4.3780E-007,1531.350000,4.3780E-007
1531.400000,3.9130E-007,1531.400000,3.9130E-007,1531.400000,3.9130E-007
1531.450000,4.1170E-007,1531.450000,4.1170E-007,1531.450000,4.1170E-007
1531.500000,4.2770E-007,1531.500000,4.2770E-007,1531.500000,4.2770E-007
1531.550000,4.2310E-007,1531.550000,4.2310E-007,1531.550000,4.2310E-007
1531.600000,4.2620E-007,1531.600000,4.2620E-007,1531.600000,4.2620E-007
1531.650000,4.0440E-007,1531.650000,4.0440E-007,1531.650000,4.0440E-007
1531.700000,4.0840E-007,1531.700000,4.0840E-007,1531.700000,4.0840E-007
1531.750000,4.1020E-007,1531.750000,4.1020E-007,1531.750000,4.1020E-007
1531.800000,4.0710E-007,1531.800000,4.0710E-007,1531.800000,4.0710E-007
1531.850000,3.8210E-007,1531.850000,3.8210E-007,1531.850000,3.8210E-007
1531.900000,4.2070E-007,1531.900000,4.2070E-007,1531.900000,4.2070E-007
1531.950000,4.3910E-007,1531.950000,4.3910E-007,1531.950000,4.3910E-007
1532.000000,4.6850E-007,1532.000000,4.6850E-007,1532.000000,4.6850E-007
1532.050000,4.7590E-007,1532.050000,4.7590E-007,1532.050000,4.7590E-007
1532.100000,4.3570E-007,1532.100000,4.3570E-007,1532.100000,4.3570E-007
1532.150000,4.8550E-007,1532.150000,4.8550E-007,1532.150000,4.8550E-007
1532.200000,5.2920E-007,1532.200000,5.2920E-007,1532.200000,5.2920E-007
1532.250000,4.4570E-007,1532.250000,4.4570E-007,1532.250000,4.4570E-007
1532.300000,4.9140E-007,1532.300000,4.9140E-007,1532.300000,4.9140E-007
1532.350000,5.0130E-007,1532.350000,5.0130E-007,1532.350000,5.0130E-007
1532.400000,5.3580E-007,1532.400000,5.3580E-007,1532.400000,5.3580E-007
1532.450000,5.6020E-007,1532.450000,5.6020E-007,1532.450000,5.6020E-007
1532.500000,5.9480E-007,1532.500000,5.9480E-007,1532.500000,5.9480E-007
1532.550000,5.8620E-007,1532.550000,5.8620E-007,1532.550000,5.8620E-007
1532.600000,6.2000E-007,1532.600000,6.2000E-007,1532.600000,6.2000E-007
1532.650000,6.2750E-007,1532.650000,6.2750E-007,1532.650000,6.2750E-007
1532.700000,6.3300E-007,1532.700000,6.3300E-007,1532.700000,6.3300E-007
1532.750000,6.6370E-007,1532.750000,6.6370E-007,1532.750000,6.6370E-007
1532.800000,6.7260E-007,1532.800000,6.7260E-007,1532.800000,6.7260E-007
1532.850000,7.0390E-007,1532.850000,7.0390E-007,1532.850000,7.0390E-007
1532.900000,7.5270E-007,1532.900000,7.5270E-007,1532.900000,7.5270E-007
1532.950000,7.9320E-007,1532.950000,7.9320E-007,1532.950000,7.9320E-007
1533.000000,8.1450E-007,1533.000000,8.1450E-007,1533.000000,8.1450E-007
1533.050000,8.5000E-007,1533.050000,8.5000E-007,1533.050000,8.5000E-007
1533.100000,9.2220E-007,1533.100000,9.2220E-007,1533.100000,9.2220E-007
1533.150000,9.3740E-007,1533.150000,9.3740E-007,1533.150000,9.3740E-007
1533.200000,9.9460E-007,1533.200000,9.9460E-007,1533.200000,9.9460E-007
1533.250000,1.0880E-006,1533.250000,1.0880E-006,1533.250000,1.0880E-006
1533.300000,1.1280E-006,1533.300000,1.1280E-006,1533.300000,1.1280E-006
1533.350000,1.2700E-006,1533.350000,1.2700E-006,1533.350000,1.2700E-006
1533.400000,1.2720E-006,1533.400000,1.2720E-006,1533.400000,1.2720E-006
1533.450000,1.4640E-006,1533.450000,1.4640E-006,1533.450000,1.4640E-006
1533.500000,1.5750E-006,1533.500000,1.5750E-006,1533.500000,1.5750E-006
1533.550000,1.6650E-006,1533.550000,1.6650E-006,1533.550000,1.6650E-006
1533.600000,1.8260E-006,1533.600000,1.8260E-006,1533.600000,1.8260E-006
1533.650000,1.9810E-006,1533.650000,1.9810E-006,1533.650000,1.9810E-006
1533.700000,2.2310E-006,1533.700000,2.2310E-006,1533.700000,2.2310E-006
1533.750000,2.3570E-006,1533.750000,2.3570E-006,1533.750000,2.3570E-006
1533.800000,2.5620E-006,1533.800000,2.5620E-006,1533.800000,2.5620E-006
1533.850000,2.9110E-006,1533.850000,2.9110E-006,1533.850000,2.9110E-006
1533.900000,3.3200E-006,1533.900000,3.3200E-006,1533.900000,3.3200E-006
1533.950000,3.7160E-006,1533.950000,3.7160E-006,1533.950000,3.7160E-006
1534.000000,4.1800E-006,1534.000000,4.1800E-006,1534.000000,4.1800E-006
1534.050000,4.7340E-006,1534.050000,4.7340E-006,1534.050000,4.7340E-006
1534.100000,5.4450E-006,1534.100000,5.4450E-006,1534.100000,5.4450E-006
1534.150000,6.2990E-006,1534.150000,6.2990E-006,1534.150000,6.2990E-006
1534.200000,7.2540E-006,1534.200000,7.2540E-006,1534.200000,7.2540E-006
1534.250000,8.4230E-006,1534.250000,8.4230E-006,1534.250000,8.4230E-006
1534.300000,9.8990E-006,1534.300000,9.8990E-006,1534.300000,9.8990E-006
1534.350000,1.1650E-005,1534.350000,1.1650E-005,1534.350000,1.1650E-005
1534.400000,1.3960E-005,1534.400000,1.3960E-005,1534.400000,1.3960E-005
1534.450000,1.6690E-005,1534.450000,1.6690E-005,1534.450000,1.6690E-005
1534.500000,2.0100E-005,1534.500000,2.0100E-005,1534.500000,2.0100E-005
1534.550000,2.3890E-005,1534.550000,2.3890E-005,1534.550000,2.3890E-005
1534.600000,2.8390E-005,1534.600000,2.8390E-005,1534.600000,2.8390E-005
1534.650000,3.3500E-005,1534.650000,3.3500E-005,1534.650000,3.3500E-005
1534.700000,3.8170E-005,1534.700000,3.8170E-005,1534.700000,3.8170E-005
1534.750000,4.1280E-005,1534.750000,4.1280E-005,1534.750000,4.1280E-005
1534.800000,4.2180E-005,1534.800000,4.2180E-005,1534.800000,4.2180E-005
1534.850000,4.0370E-005,1534.850000,4.0370E-005,1534.850000,4.0370E-005
1534.900000,3.6590E-005,1534.900000,3.6590E-005,1534.900000,3.6590E-005
1534.950000,3.1820E-005,1534.950000,3.1820E-005,1534.950000,3.1820E-005
1535.000000,2.7100E-005,1535.000000,2.7100E-005,1535.000000,2.7100E-005
1535.050000,2.2530E-005,1535.050000,2.2530E-005,1535.050000,2.2530E-005
1535.100000,1.8800E-005,1535.100000,1.8800E-005,1535.100000,1.8800E-005
1535.150000,1.5890E-005,1535.150000,1.5890E-005,1535.150000,1.5890E-005
1535.200000,1.3610E-005,1535.200000,1.3610E-005,1535.200000,1.3610E-005
1535.250000,1.1750E-005,1535.250000,1.1750E-005,1535.250000,1.1750E-005
1535.300000,1.0240E-005,1535.300000,1.0240E-005,1535.300000,1.0240E-005
1535.350000,9.0040E-006,1535.350000,9.0040E-006,1535.350000,9.0040E-006
1535.400000,8.0520E-006,1535.400000,8.0520E-006,1535.400000,8.0520E-006
1535.450000,7.3250E-006,1535.450000,7.3250E-006,1535.450000,7.3250E-006
1535.500000,6.7450E-006,1535.500000,6.7450E-006,1535.500000,6.7450E-006
1535.550000,6.1280E-006,1535.550000,6.1280E-006,1535.550000,6.1280E-006
1535.600000,5.7090E-006,1535.600000,5.7090E-006,1535.600000,5.7090E-006
1535.650000,5.2920E-006,1535.650000,5.2920E-006,1535.650000,5.2920E-006
1535.700000,4.9420E-006,1535.700000,4.9420E-006,1535.700000,4.9420E-006
1535.750000,4.6840E-006,1535.750000,4.6840E-006,1535.750000,4.6840E-006
1535.800000,4.4160E-006,1535.800000,4.4160E-006,1535.800000,4.4160E-006
1535.850000,4.2100E-006,1535.850000,4.2100E-006,1535.850000,4.2100E-006
1535.900000,3.9850E-006,1535.900000,3.9850E-006,1535.900000,3.9850E-006
1535.950000,3.7680E-006,1535.950000,3.7680E-006,1535.950000,3.7680E-006
1536.000000,3.6260E-006,1536.000000,3.6260E-006,1536.000000,3.6260E-006
1536.050000,3.5240E-006,1536.050000,3.5240E-006,1536.050000,3.5240E-006
1536.100000,3.3930E-006,1536.100000,3.3930E-006,1536.100000,3.3930E-006
1536.150000,3.2210E-006,1536.150000,3.2210E-006,1536.150000,3.2210E-006
1536.200000,3.1570E-006,1536.200000,3.1570E-006,1536.200000,3.1570E-006
1536.250000,3.0670E-006,1536.250000,3.0670E-006,1536.250000,3.0670E-006
1536.300000,3.0130E-006,1536.300000,3.0130E-006,1536.300000,3.0130E-006
1536.350000,2.8890E-006,1536.350000,2.8890E-006,1536.350000,2.8890E-006
1536.400000,2.8530E-006,1536.400000,2.8530E-006,1536.400000,2.8530E-006
1536.450000,2.6870E-006,1536.450000,2.6870E-006,1536.450000,2.6870E-006
1536.500000,2.7130E-006,1536.500000,2.7130E-006,1536.500000,2.7130E-006
1536.550000,2.6330E-006,1536.550000,2.6330E-006,1536.550000,2.6330E-006
1536.600000,2.5400E-006,1536.600000,2.5400E-006,1536.600000,2.5400E-006
1536.650000,2.5470E-006,1536.650000,2.5470E-006,1536.650000,2.5470E-006
1536.700000,2.4480E-006,1536.700000,2.4480E-006,1536.700000,2.4480E-006
1536.750000,2.4380E-006,1536.750000,2.4380E-006,1536.750000,2.4380E-006
1536.800000,2.4290E-006,1536.800000,2.4290E-006,1536.800000,2.4290E-006
1536.850000,2.3530E-006,1536.850000,2.3530E-006,1536.850000,2.3530E-006
1536.900000,2.3120E-006,1536.900000,2.3120E-006,1536.900000,2.3120E-006
1536.950000,2.2750E-006,1536.950000,2.2750E-006,1536.950000,2.2750E-006
1537.000000,2.2470E-006,1537.000000,2.2470E-006,1537.000000,2.2470E-006
1537.050000,2.2370E-006,1537.050000,2.2370E-006,1537.050000,2.2370E-006
1537.100000,2.1680E-006,1537.100000,2.1680E-006,1537.100000,2.1680E-006
1537.150000,2.1570E-006,1537.150000,2.1570E-006,1537.150000,2.1570E-006
1537.200000,2.2010E-006,1537.200000,2.2010E-006,1537.200000,2.2010E-006
1537.250000,2.1150E-006,1537.250000,2.1150E-006,1537.250000,2.1150E-006
1537.300000,2.1310E-006,1537.300000,2.1310E-006,1537.300000,2.1310E-006
1537.350000,2.0690E-006,1537.350000,2.0690E-006,1537.350000,2.0690E-006
1537.400000,2.0220E-006,1537.400000,2.0220E-006,1537.400000,2.0220E-006
1537.450000,2.0410E-006,1537.450000,2.0410E-006,1537.450000,2.0410E-006
1537.500000,2.0100E-006,1537.500000,2.0100E-006,1537.500000,2.0100E-006
1537.550000,2.0730E-006,1537.550000,2.0730E-006,1537.550000,2.0730E-006
1537.600000,2.0680E-006,1537.600000,2.0680E-006,1537.600000,2.0680E-006
1537.650000,2.0150E-006,1537.650000,2.0150E-006,1537.650000,2.0150E-006
1537.700000,2.0580E-006,1537.700000,2.0580E-006,1537.700000,2.0580E-006
1537.750000,2.0430E-006,1537.750000,2.0430E-006,1537.750000,2.0430E-006
1537.800000,1.9830E-006,1537.800000,1.9830E-006,1537.800000,1.9830E-006
1537.850000,2.0050E-006,1537.850000,2.0050E-006,1537.850000,2.0050E-006
1537.900000,1.9890E-006,1537.900000,1.9890E-006,1537.900000,1.9890E-006
1537.950000,2.0180E-006,1537.950000,2.0180E-006,1537.950000,2.0180E-006
1538.000000,2.0270E-006,1538.000000,2.0270E-006,1538.000000,2.0270E-006
1538.050000,2.0280E-006,1538.050000,2.0280E-006,1538.050000,2.0280E-006
1538.100000,2.0950E-006,1538.100000,2.0950E-006,1538.100000,2.0950E-006
